Republican Yea,Democrat Yea,Republican Nay,Democrat Nay,Republican Not Voting,Democrat Not Voting,,Senate Republican Yea,Senate Democrat Yea,Senate Republican Nay,Senate Democrat Nay,Senate Republican Not Voting,Senate Democrat Not Voting
1,34,219,158,7,13,,50,1,1,45,0,2
217,0,0,196,10,9,,4,44,47,3,0,1
226,2,0,194,1,9,,1,44,50,3,0,1
222,105,2,90,0,7,,48,13,2,35,1,0
199,198,5,0,6,0,,31,46,19,1,1,1
8,158,212,43,7,4,,50,1,0,46,1,1
13,180,205,20,9,5,,48,1,3,44,0,3
217,200,0,0,10,5,,47,3,4,42,0,3
207,185,11,13,9,7,,44,33,7,12,0,3
216,197,0,0,11,8,,49,1,0,46,2,1
214,193,0,0,13,12,,49,46,0,1,2,1
204,175,10,16,1,0,,44,30,2,8,5,10
192,191,23,0,12,14,,41,23,8,23,2,2
207,193,10,0,10,12,,2,37,49,10,0,1
215,188,0,0,12,17,,39,16,12,30,0,2
211,202,2,0,14,3,,46,18,5,28,0,2
215,204,0,0,12,1,,43,16,6,30,2,2
197,179,12,23,0,1,,49,43,0,3,2,2
213,204,0,0,14,1,,51,47,0,0,0,1
223,200,0,0,0,1,,5,46,46,1,0,1
222,202,0,0,5,3,,8,45,43,2,0,1
217,201,5,0,5,4,,1,30,50,17,0,1
221,198,3,0,3,7,,0,22,51,25,0,1
222,0,0,200,5,5,,51,8,0,39,0,1
221,200,2,0,4,5,,34,42,17,5,0,1
208,202,14,0,5,3,,50,44,0,3,1,1
176,200,47,1,4,4,,47,44,0,0,4,4
0,118,220,82,7,5,,48,41,3,5,0,2
12,171,211,31,4,3,,12,46,39,1,0,1
115,1,108,200,4,4,,4,9,47,37,0,2
0,193,224,8,3,4,,0,22,50,24,1,2
215,0,10,201,3,4,,47,44,3,2,1,2
200,173,2,0,25,32,,49,46,1,0,1,2
203,176,1,0,23,29,,10,45,40,1,1,2
204,175,0,0,23,30,,50,45,0,2,1,1
200,153,14,41,1,0,,44,38,0,0,7,10
11,197,209,0,8,8,,51,46,0,0,0,2
223,0,0,201,4,4,,50,45,0,0,1,3
220,201,2,0,5,4,,21,26,29,19,1,3
222,200,0,0,5,5,,51,47,0,0,0,1
220,123,2,78,5,4,,36,1,15,46,0,1
222,200,0,0,5,5,,3,45,48,2,0,1
219,200,0,0,8,5,,50,46,0,1,1,1
95,203,126,0,6,2,,49,46,0,0,2,2
215,14,5,188,7,3,,48,40,0,0,3,8
55,5,169,197,3,3,,25,44,24,1,2,3
27,23,196,179,4,3,,49,45,0,0,2,3
182,16,41,186,4,3,,3,44,47,1,1,3
209,155,15,47,3,3,,50,44,0,0,1,4
86,4,137,196,5,5,,50,44,0,0,1,4
198,33,25,167,5,5,,50,42,0,0,1,6
121,49,102,151,4,5,,51,46,0,0,0,2
0,197,222,3,5,5,,50,41,0,0,1,7
162,194,59,6,6,5,,1,41,50,5,0,2
211,0,2,198,14,7,,18,47,33,0,0,1
3,191,212,5,13,9,,51,47,0,0,0,1
199,137,7,61,21,7,,51,47,0,0,0,1
205,186,0,0,22,19,,51,47,0,0,0,1
202,186,0,0,25,19,,51,3,0,42,0,3
213,185,0,0,14,20,,51,45,0,0,0,3
202,199,14,0,11,6,,0,45,51,1,0,2
210,200,7,0,10,5,,50,46,0,0,1,2
217,200,0,0,10,5,,50,46,0,0,1,2
215,200,0,0,12,5,,50,46,0,0,1,2
214,200,0,0,13,5,,1,40,50,7,0,1
210,0,0,197,17,8,,51,4,0,43,0,1
212,0,0,196,15,9,,51,47,0,0,0,1
0,178,212,17,15,10,,51,46,0,1,0,1
2,185,207,10,18,10,,51,47,0,0,0,1
202,104,7,89,18,12,,46,47,3,0,2,1
210,184,0,0,17,21,,1,42,48,5,2,1
209,185,0,0,18,20,,44,8,1,36,6,4
208,182,0,0,19,23,,3,35,44,10,4,3
218,191,0,0,9,14,,0,43,1,51,5,0
216,191,0,0,11,14,,51,47,1,0,1,0
1,187,216,10,10,8,,48,5,1,3,43,0
0,198,220,0,7,7,,3,45,47,2,1,1
220,102,0,95,7,8,,50,21,0,26,1,1
207,188,0,0,0,3,,2,45,48,2,1,1
207,194,0,0,20,11,,0,44,50,3,1,1
208,192,0,0,2,0,,1,38,49,9,1,1
220,0,0,200,7,5,,50,47,0,0,1,1
0,196,223,5,4,4,,46,47,0,0,5,1
223,109,0,89,4,7,,44,1,5,44,2,3
7,200,215,0,6,5,,0,45,49,1,2,2
220,200,0,0,7,5,,3,45,46,2,2,1
218,0,0,200,9,5,,49,47,0,0,2,1
197,197,19,0,11,8,,41,47,9,0,1,1
210,197,1,0,0,1,,48,5,2,42,1,1
213,151,1,49,14,5,,50,47,0,0,1,1
207,191,0,0,20,14,,48,47,1,0,2,1
203,172,1,2,0,14,,49,46,1,1,1,1
216,188,0,0,11,17,,49,21,0,26,2,1
216,187,0,0,11,18,,45,6,5,40,1,2
208,188,7,0,12,17,,42,2,3,39,6,7
221,0,2,200,4,5,,45,3,6,43,0,2
222,0,0,201,5,4,,48,31,2,14,1,3
223,1,0,202,4,2,,35,43,14,0,0,1
222,0,2,202,3,3,,51,2,0,43,0,3
221,199,0,0,6,6,,46,38,5,8,0,2
0,196,222,8,5,1,,51,1,0,45,0,2
0,201,224,0,3,4,,51,3,0,43,0,2
223,50,0,151,4,4,,50,3,0,43,1,2
217,198,2,0,0,1,,51,44,0,0,0,4
3,189,219,12,5,4,,47,43,0,0,4,5
214,15,10,186,3,4,,49,42,0,1,2,5
223,200,1,0,3,5,,6,43,45,1,0,4
221,200,0,0,6,5,,48,1,3,43,0,4
1,188,216,11,10,6,,5,43,46,1,0,4
219,124,1,75,7,6,,0,42,49,2,2,4
8,198,211,0,8,7,,1,39,48,5,2,4
0,192,218,6,9,7,,2,42,47,2,2,4
0,195,215,3,12,7,,45,1,2,42,4,5
215,37,0,161,1,0,,42,12,3,31,6,5
214,194,0,0,13,11,,1,36,43,7,7,5
212,194,1,0,14,11,,5,44,44,1,2,3
195,165,0,0,32,40,,47,1,2,44,2,3
198,166,0,0,29,39,,48,1,0,44,3,3
195,165,1,0,31,40,,2,41,47,3,2,4
219,0,0,194,8,11,,5,42,44,3,2,3
216,0,1,197,10,8,,48,1,0,44,3,3
86,2,133,197,8,6,,1,41,47,4,3,3
224,27,0,176,3,2,,3,40,44,5,4,3
222,6,0,198,5,1,,37,17,10,28,4,3
215,9,8,195,4,1,,47,45,0,0,4,3
220,201,0,0,7,4,,47,43,0,0,4,5
1,199,221,5,5,1,,49,44,1,1,1,3
222,150,0,54,5,1,,49,28,0,17,2,3
217,16,5,188,5,1,,49,42,2,1,0,5
220,200,0,0,7,5,,51,45,0,0,0,3
220,0,0,203,7,2,,51,44,0,0,0,4
220,0,0,203,7,2,,50,42,1,3,0,3
220,0,0,203,7,2,,36,41,15,4,0,3
220,0,1,203,6,2,,44,37,4,3,3,8
217,201,0,0,10,4,,45,2,2,38,4,8
200,31,20,170,7,4,,37,25,12,16,2,7
27,174,193,28,7,3,,18,36,32,5,1,7
216,0,9,203,3,2,,45,39,6,4,0,5
221,194,0,4,6,7,,51,46,0,0,0,2
118,44,103,155,6,6,,51,44,0,2,0,2
129,178,94,20,4,7,,18,5,32,41,1,2
216,193,0,0,11,12,,21,11,28,35,2,2
11,192,207,7,10,6,,26,27,22,19,3,2
206,83,14,118,7,4,,5,30,41,13,5,5
0,201,222,2,6,2,,45,42,3,0,3,6
221,169,1,33,6,3,,45,39,2,2,4,7
214,8,1,191,13,6,,19,31,25,9,7,8
0,186,217,9,10,10,,44,0,0,40,7,8
213,58,3,135,11,12,,39,39,5,1,7,8
206,167,0,0,21,38,,30,40,14,0,7,8
206,170,0,0,21,35,,41,24,3,11,0,1
205,172,0,0,22,33,,43,25,3,14,0,1
215,0,0,194,12,11,,50,34,0,12,1,2
211,0,2,197,1,0,,50,2,1,42,0,1
214,0,0,195,13,10,,47,41,1,4,3,3
218,102,0,95,9,8,,42,23,6,23,3,2
219,1,0,195,8,9,,44,44,1,1,6,3
1,192,220,1,6,12,,,,,,,
4,59,219,133,0,2,,,,,,,
223,195,0,0,4,10,,,,,,,
223,193,0,0,4,12,,,,,,,
222,195,0,0,5,10,,,,,,,
193,152,12,35,1,0,,,,,,,
2,196,216,0,9,10,,,,,,,
213,0,4,198,10,8,,,,,,,
212,195,2,1,13,10,,,,,,,
182,194,30,0,15,12,,,,,,,
206,193,1,0,20,13,,,,,,,
201,154,0,0,27,52,,,,,,,
188,130,8,21,1,0,,,,,,,
208,167,0,0,20,39,,,,,,,
209,163,2,0,16,42,,,,,,,
209,168,3,0,15,37,,,,,,,
211,74,2,94,14,37,,,,,,,
214,166,0,0,13,39,,,,,,,
218,0,1,195,8,10,,,,,,,
218,7,4,188,5,10,,,,,,,
221,0,0,197,6,8,,,,,,,
218,8,2,190,7,7,,,,,,,
1,190,222,8,4,7,,,,,,,
198,46,25,152,4,7,,,,,,,
200,29,18,167,9,9,,,,,,,
224,0,0,204,3,1,,,,,,,
226,8,0,196,1,1,,,,,,,
226,201,0,1,1,3,,,,,,,
206,33,20,171,1,1,,,,,,,
207,29,19,174,1,2,,,,,,,
48,192,178,7,1,6,,,,,,,
110,2,115,197,2,6,,,,,,,
23,162,203,38,1,5,,,,,,,
6,192,217,10,4,3,,,,,,,
15,193,206,9,6,3,,,,,,,
48,173,176,29,3,3,,,,,,,
20,174,202,28,5,3,,,,,,,
85,9,138,193,4,3,,,,,,,
225,8,0,192,2,5,,,,,,,
219,11,6,188,2,6,,,,,,,
0,192,225,10,2,3,,,,,,,
203,48,23,154,2,3,,,,,,,
198,143,16,51,1,0,,,,,,,
34,167,184,31,9,7,,,,,,,
16,135,205,62,6,8,,,,,,,
28,170,195,28,4,7,,,,,,,
205,129,16,69,6,7,,,,,,,
4,175,213,15,10,15,,,,,,,
70,101,147,89,10,15,,,,,,,
1,135,213,56,13,14,,,,,,,
18,163,194,27,15,15,,,,,,,
49,192,163,0,15,13,,,,,,,
146,2,68,190,13,13,,,,,,,
19,94,195,96,13,15,,,,,,,
8,190,205,0,14,15,,,,,,,
43,147,169,42,15,16,,,,,,,
9,191,205,0,13,14,,,,,,,
213,186,2,3,13,16,,,,,,,
195,169,0,0,32,36,,,,,,,
196,172,0,0,31,33,,,,,,,
195,172,0,0,32,33,,,,,,,
220,0,0,195,7,10,,,,,,,
220,1,1,195,6,9,,,,,,,
221,197,0,0,6,8,,,,,,,
213,196,0,0,14,9,,,,,,,
5,196,217,1,5,8,,,,,,,
221,181,1,16,5,8,,,,,,,
219,195,2,0,6,10,,,,,,,
222,0,0,199,5,6,,,,,,,
220,0,0,199,7,6,,,,,,,
220,197,0,0,7,8,,,,,,,
166,198,56,0,5,7,,,,,,,
220,186,1,8,0,3,,,,,,,
222,113,1,81,4,11,,,,,,,
222,143,0,51,5,11,,,,,,,
222,0,0,194,5,11,,,,,,,
223,195,0,0,4,10,,,,,,,
148,194,75,1,4,10,,,,,,,
222,194,0,1,5,10,,,,,,,
3,145,220,50,4,10,,,,,,,
223,81,0,115,5,9,,,,,,,
0,196,224,0,4,9,,,,,,,
221,138,3,58,4,9,,,,,,,
2,181,217,13,8,11,,,,,,,
217,0,0,196,10,9,,,,,,,
217,0,0,196,10,9,,,,,,,
217,196,1,0,9,9,,,,,,,
208,64,11,128,8,13,,,,,,,
120,6,100,189,7,10,,,,,,,
172,13,48,181,7,11,,,,,,,
96,0,120,196,11,9,,,,,,,
111,0,109,194,7,11,,,,,,,
199,90,19,101,9,14,,,,,,,
87,10,130,181,10,14,,,,,,,
118,19,98,173,11,13,,,,,,,
129,45,89,147,9,13,,,,,,,
3,175,214,19,10,11,,,,,,,
88,0,130,195,9,10,,,,,,,
120,0,100,195,7,10,,,,,,,
0,195,218,0,9,10,,,,,,,
146,0,72,195,9,10,,,,,,,
213,138,1,56,13,11,,,,,,,
209,0,1,180,17,25,,,,,,,
17,132,188,53,22,20,,,,,,,
54,108,149,75,24,22,,,,,,,
7,143,195,40,25,22,,,,,,,
65,3,138,180,24,22,,,,,,,
189,180,13,3,25,22,,,,,,,
210,168,0,0,17,37,,,,,,,
208,172,1,0,18,33,,,,,,,
87,193,135,2,5,10,,,,,,,
46,174,176,18,5,13,,,,,,,
74,131,148,64,5,10,,,,,,,
67,4,152,189,8,12,,,,,,,
37,194,185,1,5,10,,,,,,,
132,3,90,192,5,10,,,,,,,
19,128,202,66,6,11,,,,,,,
80,3,142,192,5,10,,,,,,,
221,2,0,193,6,10,,,,,,,
217,0,0,195,10,10,,,,,,,
194,192,25,1,8,12,,,,,,,
18,191,206,4,0,1,,,,,,,
220,86,3,110,4,9,,,,,,,
134,5,87,190,6,10,,,,,,,
122,7,101,189,4,9,,,,,,,
65,2,154,192,8,11,,,,,,,
76,5,142,184,9,16,,,,,,,
2,191,220,3,0,1,,,,,,,
204,192,16,2,7,11,,,,,,,
1,63,211,113,16,29,,,,,,,
194,3,0,164,33,38,,,,,,,
1,52,210,124,17,29,,,,,,,
214,2,0,179,14,24,,,,,,,
213,24,0,157,14,24,,,,,,,
208,2,0,180,0,1,,,,,,,
1,39,207,146,19,20,,,,,,,
0,138,212,43,16,24,,,,,,,
4,165,192,0,31,40,,,,,,,
2,163,194,3,31,39,,,,,,,
5,164,188,1,34,40,,,,,,,
3,167,193,0,31,38,,,,,,,
5,110,196,56,26,39,,,,,,,
74,13,124,154,29,38,,,,,,,
3,160,197,8,27,37,,,,,,,
173,154,27,16,27,35,,,,,,,
63,196,158,2,6,7,,,,,,,
26,196,195,2,6,7,,,,,,,
221,189,0,6,6,10,,,,,,,
11,193,207,2,9,10,,,,,,,
148,8,71,190,8,7,,,,,,,
60,12,159,187,8,6,,,,,,,
8,197,211,2,8,6,,,,,,,
204,184,16,15,7,6,,,,,,,
225,112,0,88,2,5,,,,,,,
223,199,1,0,3,6,,,,,,,
222,119,3,81,2,5,,,,,,,
219,196,3,0,5,9,,,,,,,
198,116,24,84,1,0,,,,,,,
222,191,2,0,3,14,,,,,,,
222,195,0,0,0,1,,,,,,,
214,147,4,40,4,9,,,,,,,
220,179,2,16,0,4,,,,,,,
59,52,164,147,4,6,,,,,,,
63,68,156,130,8,7,,,,,,,
90,42,132,156,5,7,,,,,,,
37,4,184,194,6,7,,,,,,,
219,0,0,186,9,19,,,,,,,
210,33,0,160,17,12,,,,,,,
82,187,129,3,16,15,,,,,,,
201,40,11,154,15,11,,,,,,,
3,160,209,34,15,11,,,,,,,
60,156,152,39,15,10,,,,,,,
177,187,34,7,16,11,,,,,,,
172,151,23,22,32,32,,,,,,,
194,173,4,0,29,32,,,,,,,
197,173,1,0,29,32,,,,,,,
17,108,204,92,6,5,,,,,,,
12,101,208,100,7,4,,,,,,,
23,103,195,98,9,4,,,,,,,
198,114,22,88,7,3,,,,,,,
106,7,115,193,6,5,,,,,,,
182,188,40,14,5,3,,,,,,,
217,0,1,195,10,10,,,,,,,
212,0,9,201,7,4,,,,,,,
218,197,0,0,9,8,,,,,,,
212,194,0,0,15,11,,,,,,,
223,201,1,0,3,4,,,,,,,
222,201,0,0,5,5,,,,,,,
221,201,0,0,6,5,,,,,,,
219,126,0,75,8,5,,,,,,,
221,199,0,0,6,7,,,,,,,
218,200,1,1,8,5,,,,,,,
206,27,17,176,5,3,,,,,,,
220,202,0,0,7,4,,,,,,,
219,201,0,0,8,5,,,,,,,
203,120,18,80,6,6,,,,,,,
222,199,0,0,5,7,,,,,,,
220,195,0,0,7,11,,,,,,,
2,198,217,0,8,8,,,,,,,
221,198,0,1,6,7,,,,,,,
221,188,0,12,6,6,,,,,,,
221,200,0,0,6,6,,,,,,,
221,200,0,0,6,6,,,,,,,
2,195,218,4,7,7,,,,,,,
202,179,0,0,0,1,,,,,,,
202,177,0,0,0,1,,,,,,,
209,0,0,189,18,16,,,,,,,
0,111,219,86,8,8,,,,,,,
3,152,215,46,0,1,,,,,,,
107,197,112,2,8,6,,,,,,,
75,4,139,193,13,8,,,,,,,
67,200,148,0,12,5,,,,,,,
215,1,0,194,13,10,,,,,,,
218,187,1,15,9,3,,,,,,,
2,200,216,0,9,5,,,,,,,
153,198,64,0,10,7,,,,,,,
22,200,193,0,13,5,,,,,,,
172,13,39,187,16,5,,,,,,,
211,201,3,0,13,4,,,,,,,
4,190,210,6,13,9,,,,,,,
94,1,118,196,15,8,,,,,,,
149,28,61,164,17,13,,,,,,,
195,192,13,0,19,13,,,,,,,
187,155,0,0,0,1,,,,,,,
189,155,0,0,0,1,,,,,,,
191,155,0,0,36,50,,,,,,,
207,21,0,164,20,20,,,,,,,
201,16,5,170,21,19,,,,,,,
210,186,1,2,16,17,,,,,,,
205,179,3,9,19,17,,,,,,,
2,174,211,15,14,16,,,,,,,
6,189,211,0,10,16,,,,,,,
213,16,3,171,11,18,,,,,,,
121,114,91,78,15,13,,,,,,,
49,172,161,16,17,17,,,,,,,
15,173,196,15,16,17,,,,,,,
180,179,29,8,18,18,,,,,,,
66,3,142,190,19,12,,,,,,,
7,173,204,19,16,13,,,,,,,
24,185,184,3,19,17,,,,,,,
52,184,157,5,18,16,,,,,,,
7,167,203,21,17,17,,,,,,,
39,185,170,4,18,16,,,,,,,
25,162,188,37,14,6,,,,,,,
141,197,69,1,17,7,,,,,,,
205,198,7,1,15,6,,,,,,,
1,199,210,0,16,6,,,,,,,
199,197,10,2,18,6,,,,,,,
25,176,193,24,9,5,,,,,,,
213,34,6,166,8,5,,,,,,,
214,199,0,0,13,6,,,,,,,
211,0,0,195,16,10,,,,,,,
212,0,0,192,15,13,,,,,,,
212,23,0,166,15,16,,,,,,,
213,125,0,65,15,15,,,,,,,
31,182,177,9,18,14,,,,,,,
207,189,0,0,19,16,,,,,,,
185,189,19,0,22,16,,,,,,,
4,200,214,1,8,4,,,,,,,
198,52,22,148,0,1,,,,,,,
1,198,219,2,6,5,,,,,,,
188,200,31,1,7,4,,,,,,,
0,198,217,1,9,6,,,,,,,
209,199,8,0,9,6,,,,,,,
217,198,0,0,9,7,,,,,,,
216,194,1,0,9,11,,,,,,,
191,36,27,158,9,11,,,,,,,
205,185,0,0,22,20,,,,,,,
201,184,0,0,25,21,,,,,,,
183,147,0,0,43,58,,,,,,,
184,148,0,0,42,57,,,,,,,
187,150,0,0,39,55,,,,,,,
198,0,0,170,28,35,,,,,,,
203,3,0,172,23,30,,,,,,,
200,5,11,182,15,18,,,,,,,
0,189,213,3,13,13,,,,,,,
0,2,215,186,12,17,,,,,,,
211,187,1,0,14,18,,,,,,,
212,183,2,0,12,22,,,,,,,
198,194,14,0,14,11,,,,,,,
184,192,29,7,13,6,,,,,,,
216,0,0,185,10,20,,,,,,,
88,1,127,193,11,11,,,,,,,
218,193,0,0,8,12,,,,,,,
199,195,16,0,11,10,,,,,,,
219,195,0,0,7,10,,,,,,,
221,196,0,0,5,9,,,,,,,
218,195,0,0,8,10,,,,,,,
219,3,0,194,7,8,,,,,,,
190,197,30,1,6,7,,,,,,,
215,196,3,0,8,9,,,,,,,
207,73,16,124,4,8,,,,,,,
8,194,212,1,7,10,,,,,,,
215,194,0,0,11,11,,,,,,,
221,192,0,0,5,13,,,,,,,
220,164,0,30,6,11,,,,,,,
218,126,3,68,5,11,,,,,,,
219,114,2,81,5,10,,,,,,,
219,64,1,130,6,11,,,,,,,
32,179,189,14,5,12,,,,,,,
21,175,200,19,5,11,,,,,,,
215,41,6,153,5,11,,,,,,,
220,194,0,0,6,11,,,,,,,
25,177,193,17,8,11,,,,,,,
2,190,219,4,6,11,,,,,,,
213,69,8,125,6,11,,,,,,,
206,19,5,169,15,17,,,,,,,
3,165,207,22,16,18,,,,,,,
210,0,0,181,0,5,,,,,,,
198,6,1,167,28,32,,,,,,,
198,160,0,14,28,31,,,,,,,
198,175,0,0,28,30,,,,,,,
193,174,0,0,33,31,,,,,,,
212,179,0,0,14,26,,,,,,,
216,190,0,0,10,15,,,,,,,
213,193,4,0,9,12,,,,,,,
205,0,0,190,21,15,,,,,,,
0,193,218,0,9,12,,,,,,,
208,0,10,193,9,12,,,,,,,
209,188,3,0,14,17,,,,,,,
209,25,0,158,17,22,,,,,,,
210,180,0,3,16,22,,,,,,,
212,21,0,157,15,27,,,,,,,
206,63,2,117,18,25,,,,,,,
183,160,27,24,0,1,,,,,,,
206,174,0,0,20,31,,,,,,,
152,183,67,8,8,14,,,,,,,
