Democrat Yea,Republican Yea,Democrat Nay,Republican Nay,Democrat Not Voting,Republican Not Voting,,Senate Democrat Yea,Senate Republican Yea,Senate Democrat Nay,Senate Republican Nay,Senate Democrat Not Voting,Senate Republican Not Voting
75,0,182,159,9,6,,48,9,5,33,3,1
213,0,44,156,10,9,,52,43,2,0,3,0
218,5,39,150,10,10,,29,7,26,36,2,0
245,110,10,50,11,5,,9,37,45,6,3,0
254,134,6,30,7,1,,2,35,50,8,5,0
259,164,0,0,8,1,,16,37,36,6,5,0
106,43,152,121,9,1,,31,2,21,41,5,0
159,83,75,58,33,24,,25,37,29,6,3,0
240,47,6,100,20,18,,1,35,53,8,3,0
0,0,253,153,13,12,,11,34,44,9,2,0
203,1,46,153,17,11,,1,42,54,1,2,0
248,103,5,52,13,10,,50,0,4,43,2,0
222,39,6,104,38,22,,51,9,4,34,2,0
242,0,1,149,23,16,,50,4,5,38,2,1
208,1,40,148,19,16,,50,0,3,41,3,2
208,1,52,162,7,2,,34,41,20,2,3,0
0,28,250,132,16,5,,47,3,8,40,2,0
79,101,174,56,13,8,,42,3,11,37,4,3
71,12,175,138,20,15,,53,5,1,35,3,3
209,141,31,6,26,18,,29,23,25,17,3,3
NA,NA,NA,NA,NA,NA,,57,41,0,2,0,0
6,88,227,46,33,31,,3,20,54,23,0,0
234,128,0,3,32,34,,51,33,6,10,0,0
187,86,60,70,17,9,,56,43,1,0,0,0
240,0,16,160,10,5,,51,6,4,36,2,1
0,161,260,0,6,4,,15,36,40,6,2,1
185,0,76,161,5,4,,54,33,1,9,2,1
198,29,57,134,11,2,,55,32,0,11,2,0
45,127,212,33,9,5,,51,43,3,0,3,0
80,45,179,116,7,4,,41,4,13,37,2,1
69,137,178,19,19,9,,33,3,23,39,1,1
247,14,0,145,19,5,,45,39,10,1,2,3
234,144,0,0,32,21,,23,40,32,0,2,3
235,44,5,115,25,6,,15,38,39,1,3,4
253,158,0,0,13,7,,16,36,37,5,4,2
245,160,8,0,13,5,,50,16,4,24,3,3
235,45,6,115,25,5,,54,39,0,0,3,4
252,6,3,157,11,2,,45,0,7,38,5,5
25,153,231,10,10,2,,12,31,40,7,5,5
238,19,20,144,8,2,,5,24,47,14,5,5
255,159,1,0,10,6,,36,18,15,20,5,5
228,1,23,157,15,7,,34,41,22,0,1,2
255,0,0,158,11,7,,55,3,2,40,0,0
0,158,252,0,14,7,,10,36,45,7,2,0
251,16,3,77,13,8,,9,34,47,8,1,1
237,0,11,158,18,7,,54,7,2,36,1,0
163,105,86,52,17,8,,57,4,0,38,0,1
211,126,38,30,17,9,,55,3,1,39,1,1
243,46,3,110,20,9,,54,3,2,40,1,0
258,158,0,0,8,7,,50,3,6,39,1,1
128,30,125,127,13,8,,0,37,52,5,5,1
130,0,123,159,13,6,,50,5,3,37,4,1
185,159,64,0,15,6,,51,6,2,37,4,0
239,70,6,80,21,15,,54,7,0,36,3,0
243,28,18,127,5,10,,50,5,3,38,4,0
211,55,45,104,10,6,,51,6,2,37,4,0
214,43,4,102,48,20,,48,6,5,37,4,0
211,42,25,108,30,15,,52,4,1,39,4,0
237,0,6,160,23,4,,55,6,1,37,1,0
251,157,0,3,15,4,,56,43,0,0,1,0
229,33,23,126,14,5,,56,43,0,0,1,0
21,148,235,14,10,2,,51,8,5,35,1,0
36,141,217,21,13,2,,14,31,41,11,2,1
208,12,47,148,11,4,,32,36,22,6,3,1
195,25,59,135,12,4,,56,43,0,0,1,0
248,159,2,0,16,5,,1,35,55,8,1,0
23,132,227,28,16,4,,2,35,54,8,1,0
172,150,63,1,30,14,,7,35,49,8,1,0
227,33,6,116,33,15,,56,34,0,9,1,0
251,0,0,160,15,5,,50,11,5,31,2,1
251,4,1,158,14,3,,36,16,16,25,5,2
230,7,24,154,12,4,,53,35,2,3,1,5
17,132,235,29,14,4,,0,22,56,19,1,2
251,158,1,1,14,6,,54,39,2,1,1,3
210,41,3,113,53,11,,54,30,0,11,3,2
64,123,179,35,23,6,,55,30,1,11,1,2
132,153,116,5,18,6,,47,32,6,8,4,3
36,136,213,22,17,6,,50,34,3,6,4,3
224,27,24,129,18,8,,53,35,0,6,4,2
249,38,3,122,14,5,,50,36,3,5,4,2
61,118,193,41,12,6,,50,5,5,36,2,2
234,102,21,57,11,6,,52,5,5,37,0,1
244,152,0,2,22,11,,52,13,4,28,1,2
240,20,3,135,23,10,,57,40,0,0,0,3
225,70,21,85,20,10,,50,34,3,0,4,9
198,43,52,110,16,12,,39,0,17,41,1,2
198,124,3,0,65,41,,46,6,10,34,1,3
252,155,1,1,13,9,,1,9,55,32,1,2
212,49,38,110,15,6,,6,9,50,32,1,2
243,42,5,109,17,14,,47,7,8,34,2,2
250,10,0,148,16,7,,38,38,16,2,3,3
251,160,3,0,12,5,,49,38,5,1,3,4
237,88,8,71,21,5,,51,27,0,10,6,6
150,46,99,111,17,8,,2,31,53,10,2,2
110,143,140,18,16,4,,39,0,16,41,2,2
142,93,106,63,18,9,,15,41,39,0,2,2
247,18,5,136,14,11,,15,41,39,0,2,2
245,156,10,1,11,8,,55,22,0,19,2,2
251,0,1,158,14,7,,53,40,1,1,3,2
208,0,47,158,12,7,,24,11,30,30,3,2
122,140,125,9,19,16,,51,41,2,0,4,2
100,16,150,141,15,8,,55,38,1,3,1,2
77,117,179,40,10,8,,49,28,7,13,1,2
238,78,18,79,10,8,,55,41,0,0,2,2
244,134,14,23,8,8,,56,40,0,0,1,3
241,153,5,0,19,12,,56,37,0,3,1,3
218,88,30,70,18,7,,28,36,28,4,1,3
215,43,32,116,19,6,,51,24,5,16,1,3
245,7,1,145,20,13,,43,33,13,7,1,3
243,78,2,74,21,13,,28,32,25,6,4,5
79,135,149,6,37,24,,55,3,0,33,2,7
207,40,4,93,55,32,,54,35,1,1,2,7
229,26,11,124,26,15,,30,2,17,33,10,8
222,148,19,1,25,16,,26,24,26,16,5,3
244,149,2,7,20,9,,55,38,0,3,2,2
179,39,68,116,19,10,,29,25,25,16,2,2
205,34,42,119,19,12,,36,38,19,4,2,1
203,20,41,135,22,10,,34,20,21,22,2,1
81,0,163,154,22,11,,53,35,2,7,2,1
NA,NA,NA,NA,NA,NA,,28,35,25,7,4,1
229,124,18,36,19,5,,0,35,53,7,4,1
NA,NA,NA,NA,NA,NA,,30,10,23,32,4,1
231,45,20,114,15,6,,52,32,2,8,3,3
180,34,68,124,18,7,,55,38,1,2,1,3
211,24,33,133,22,8,,21,29,34,11,2,3
2,144,229,5,35,16,,33,8,20,31,4,4
231,42,1,104,34,19,,30,32,24,8,3,3
85,4,141,141,40,20,,51,17,3,23,3,3
114,2,106,142,46,21,,32,30,22,9,3,4
149,11,77,134,40,20,,51,38,0,0,6,5
139,22,89,123,38,20,,20,19,35,22,2,2
169,32,54,110,43,23,,47,27,8,14,2,2
167,30,56,112,43,23,,39,5,16,36,2,2
198,31,4,112,62,22,,12,38,41,3,4,2
188,10,68,150,10,5,,6,32,48,9,3,2
125,10,129,150,12,5,,41,4,13,37,3,2
230,0,25,156,11,9,,51,9,3,32,3,2
223,0,24,157,19,8,,20,30,33,11,4,2
34,156,217,0,15,9,,7,25,47,16,3,2
234,25,19,130,13,10,,6,29,48,12,3,2
238,37,5,117,23,11,,50,25,4,16,3,2
169,156,87,2,10,7,,53,38,0,2,4,3
235,47,5,107,26,11,,9,34,44,5,4,4
18,151,243,13,5,1,,53,38,0,0,4,5
45,154,216,9,5,2,,52,38,1,4,4,1
101,2,161,163,4,0,,50,32,5,8,2,3
115,163,149,2,2,0,,51,23,4,18,2,2
116,163,149,2,2,0,,44,28,11,14,2,1
228,45,5,108,33,12,,5,32,50,7,2,4
248,0,0,157,18,8,,12,2,42,38,3,3
253,1,1,161,12,3,,52,26,0,10,4,7
256,6,0,156,10,3,,20,17,29,18,7,8
NA,NA,NA,NA,NA,NA,,24,42,29,1,2,0
2,130,255,33,9,2,,20,42,35,1,1,0
238,28,18,134,10,2,,30,4,24,39,2,0
257,117,3,41,6,7,,10,33,43,10,3,0
NA,NA,NA,NA,NA,NA,,53,39,0,3,3,1
17,87,244,76,5,2,,18,39,35,4,2,0
15,90,245,71,6,4,,18,39,36,3,2,1
113,26,146,135,7,4,,18,40,35,3,2,0
150,37,108,124,8,4,,33,16,22,27,1,0
151,78,102,79,13,8,,21,30,32,10,3,3
251,150,3,9,12,6,,51,31,3,9,2,3
239,124,14,36,13,5,,54,31,0,6,2,6
230,51,5,102,31,12,,55,25,0,12,1,6
249,160,4,0,13,5,,4,33,51,7,1,3
204,42,51,117,11,6,,54,30,0,10,2,3
198,104,1,21,67,40,,53,3,0,38,3,2
193,34,4,96,69,35,,31,5,24,38,2,0
1,16,235,142,30,7,,24,6,30,37,3,0
251,17,1,141,14,7,,6,34,48,8,3,1
251,127,1,33,14,5,,29,14,25,28,3,1
NA,NA,NA,NA,NA,NA,,55,14,0,29,2,0
33,109,222,53,11,3,,9,34,46,9,2,0
162,102,94,61,10,2,,43,5,12,38,2,0
254,160,0,0,12,5,,13,39,42,4,2,0
256,153,0,8,10,4,,37,8,18,35,2,0
253,135,5,27,8,3,,42,13,11,29,4,1
234,35,4,118,28,11,,53,41,0,1,4,1
6,125,229,32,31,8,,51,31,2,11,4,1
235,98,3,46,28,21,,7,29,44,11,6,3
232,33,6,123,28,9,,45,28,5,7,7,8
225,44,35,120,7,1,,18,6,32,29,7,8
252,0,6,164,8,1,,35,0,20,37,2,6
242,0,16,162,8,3,,54,29,0,13,3,1
258,165,0,0,8,0,,50,24,7,18,0,1
6,128,253,36,7,1,,56,6,1,37,0,0
250,164,2,0,14,1,,18,31,37,12,2,0
NA,NA,NA,NA,NA,NA,,53,36,0,4,4,3
211,162,45,0,10,3,,49,37,5,5,3,1
245,31,11,132,10,2,,31,10,25,32,1,1
244,0,14,162,8,3,,33,8,22,34,2,1
255,160,1,1,9,4,,54,14,3,28,0,1
92,127,163,34,11,3,,21,29,33,13,3,1
229,160,25,3,12,2,,33,24,19,18,3,1
204,91,51,72,11,2,,28,28,24,14,5,1
112,135,123,15,31,15,,2,30,51,9,4,4
NA,NA,NA,NA,NA,NA,,35,40,18,1,4,2
193,50,8,78,65,37,,4,32,50,8,3,3
209,139,0,0,57,26,,54,8,0,31,3,4
204,59,6,80,56,26,,3,31,51,8,3,4
40,139,168,0,58,26,,25,26,26,11,6,6
214,133,0,8,52,24,,0,18,48,20,9,5
30,95,225,68,11,2,,45,1,0,30,12,12
63,45,188,118,15,2,,11,25,32,5,13,13
14,4,236,157,16,4,,31,5,12,25,14,13
246,161,3,1,17,3,,54,33,0,6,3,4
54,23,192,140,20,2,,1,15,55,28,1,0
88,124,152,39,26,2,,1,10,55,33,1,0
207,122,41,41,18,2,,48,22,8,21,1,0
232,79,14,84,20,2,,1,9,54,32,2,2
165,9,73,151,28,5,,7,33,47,9,3,1
228,35,16,122,22,8,,16,22,38,20,3,1
232,123,22,38,12,4,,55,38,1,5,1,0
247,147,1,10,18,8,,53,20,3,23,1,0
233,152,17,10,16,3,,51,8,5,35,1,0
29,153,224,10,13,2,,52,35,4,8,1,0
21,138,231,23,14,4,,44,41,11,2,2,0
241,87,12,74,13,4,,1,10,54,33,2,0
124,76,122,82,20,7,,51,24,4,19,2,0
1,87,245,67,20,11,,48,34,7,9,2,0
212,8,31,148,23,9,,57,2,0,40,0,1
225,11,20,145,21,9,,52,3,4,39,1,1
173,26,82,134,11,5,,54,31,1,11,2,1
81,136,170,28,15,1,,50,24,7,18,0,1
144,27,110,137,12,1,,52,16,4,26,1,1
204,123,51,41,11,1,,48,36,6,2,3,5
252,141,2,21,12,3,,53,30,0,8,3,5
198,157,47,6,20,2,,50,30,3,7,4,6
203,38,6,109,57,18,,47,13,5,24,5,6
245,0,4,163,17,2,,44,23,8,14,4,6
248,2,1,162,17,1,,,,,,,
222,36,38,128,6,1,,,,,,,
244,34,15,130,7,1,,,,,,,
261,156,0,7,5,2,,,,,,,
215,14,39,142,12,9,,,,,,,
165,6,90,153,11,6,,,,,,,
248,20,7,141,11,4,,,,,,,
34,34,221,125,11,6,,,,,,,
178,4,72,157,16,4,,,,,,,
59,114,188,48,19,3,,,,,,,
108,160,141,0,17,5,,,,,,,
196,16,50,139,20,10,,,,,,,
119,149,113,0,34,16,,,,,,,
221,83,8,66,37,16,,,,,,,
181,76,55,78,30,11,,,,,,,
225,111,15,47,26,7,,,,,,,
120,26,121,131,25,8,,,,,,,
9,135,226,20,31,10,,,,,,,
229,151,4,6,33,8,,,,,,,
234,0,12,158,20,7,,,,,,,
245,8,2,151,19,6,,,,,,,
253,158,0,0,13,7,,,,,,,
232,0,18,157,16,8,,,,,,,
205,0,42,157,19,8,,,,,,,
54,20,200,141,12,4,,,,,,,
119,136,138,23,9,6,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
13,71,239,88,14,6,,,,,,,
115,139,138,20,13,6,,,,,,,
69,94,176,67,21,4,,,,,,,
31,103,215,49,20,13,,,,,,,
102,109,153,51,11,5,,,,,,,
50,107,206,54,10,4,,,,,,,
97,153,160,9,9,3,,,,,,,
54,142,198,18,14,5,,,,,,,
245,81,13,81,8,3,,,,,,,
221,0,34,161,11,4,,,,,,,
6,76,243,82,17,7,,,,,,,
244,156,0,2,22,7,,,,,,,
68,92,177,69,20,4,,,,,,,
220,116,23,44,22,5,,,,,,,
17,126,230,34,19,5,,,,,,,
240,98,10,62,16,5,,,,,,,
27,114,200,31,39,20,,,,,,,
59,124,165,19,42,22,,,,,,,
21,119,203,25,42,21,,,,,,,
7,107,217,34,42,24,,,,,,,
44,127,177,16,45,22,,,,,,,
190,45,28,96,48,24,,,,,,,
9,86,216,71,41,8,,,,,,,
177,2,57,157,32,6,,,,,,,
235,107,1,53,30,5,,,,,,,
205,0,37,161,24,4,,,,,,,
222,7,20,153,24,5,,,,,,,
36,136,216,24,14,5,,,,,,,
239,55,16,108,11,2,,,,,,,
155,140,99,22,12,3,,,,,,,
43,4,209,158,14,3,,,,,,,
212,33,40,128,14,4,,,,,,,
247,150,0,9,19,6,,,,,,,
235,0,18,161,13,4,,,,,,,
246,5,7,155,13,5,,,,,,,
130,130,123,29,13,6,,,,,,,
141,38,110,126,15,1,,,,,,,
26,141,215,19,25,5,,,,,,,
83,11,159,150,24,4,,,,,,,
76,128,168,33,22,4,,,,,,,
47,134,196,26,23,5,,,,,,,
64,115,179,46,23,4,,,,,,,
123,124,121,37,22,4,,,,,,,
222,14,19,146,25,5,,,,,,,
65,122,178,40,23,3,,,,,,,
39,158,203,4,24,3,,,,,,,
223,88,18,74,25,3,,,,,,,
3,8,227,137,36,20,,,,,,,
238,0,18,157,10,8,,,,,,,
246,2,8,153,12,10,,,,,,,
3,10,235,143,28,12,,,,,,,
242,9,1,146,23,10,,,,,,,
7,69,245,91,14,5,,,,,,,
199,144,47,15,20,6,,,,,,,
157,47,81,112,28,6,,,,,,,
144,35,91,123,31,7,,,,,,,
207,33,29,123,30,9,,,,,,,
226,16,9,140,31,9,,,,,,,
22,103,209,52,35,10,,,,,,,
206,65,23,89,37,11,,,,,,,
210,145,1,1,55,19,,,,,,,
17,122,229,35,20,8,,,,,,,
130,67,117,90,18,7,,,,,,,
155,122,95,34,16,8,,,,,,,
242,0,8,154,16,11,,,,,,,
243,6,4,149,19,10,,,,,,,
146,5,109,158,10,2,,,,,,,
5,141,253,22,8,2,,,,,,,
256,110,2,52,8,3,,,,,,,
61,121,192,37,13,7,,,,,,,
244,113,11,48,11,4,,,,,,,
245,0,6,159,15,6,,,,,,,
217,1,37,158,12,6,,,,,,,
32,158,225,3,9,4,,,,,,,
235,19,19,143,12,3,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
160,93,95,68,12,4,,,,,,,
201,48,42,101,23,16,,,,,,,
222,137,0,0,44,28,,,,,,,
208,37,4,112,54,16,,,,,,,
225,150,0,0,40,15,,,,,,,
217,81,24,74,25,10,,,,,,,
219,28,20,123,27,14,,,,,,,
242,114,1,40,23,11,,,,,,,
229,1,4,148,33,16,,,,,,,
1,79,250,75,15,11,,,,,,,
6,133,242,23,18,9,,,,,,,
245,32,2,121,19,12,,,,,,,
163,65,70,89,33,11,,,,,,,
224,105,3,45,39,15,,,,,,,
217,40,5,104,44,21,,,,,,,
240,86,0,71,26,8,,,,,,,
202,37,42,118,22,10,,,,,,,
25,139,185,13,54,13,,,,,,,
212,116,0,36,52,13,,,,,,,
240,0,2,160,22,5,,,,,,,
240,0,0,159,24,6,,,,,,,
102,22,140,138,22,5,,,,,,,
197,45,41,113,26,7,,,,,,,
229,33,8,125,27,7,,,,,,,
208,71,38,89,17,5,,,,,,,
158,87,78,63,28,15,,,,,,,
123,34,92,110,49,21,,,,,,,
137,112,75,29,52,24,,,,,,,
197,28,5,115,62,22,,,,,,,
215,0,0,149,49,16,,,,,,,
237,154,1,0,26,11,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
0,147,245,9,19,9,,,,,,,
6,128,233,28,25,9,,,,,,,
1,129,233,23,30,13,,,,,,,
245,156,1,2,18,7,,,,,,,
15,146,232,12,17,7,,,,,,,
2,158,244,2,18,5,,,,,,,
244,41,2,119,18,5,,,,,,,
239,7,2,149,23,9,,,,,,,
244,23,5,135,15,7,,,,,,,
130,141,121,18,13,6,,,,,,,
17,87,228,72,19,6,,,,,,,
24,101,224,55,16,9,,,,,,,
238,85,12,75,14,5,,,,,,,
241,159,0,0,23,6,,,,,,,
91,143,155,16,18,6,,,,,,,
243,143,1,14,20,8,,,,,,,
246,150,2,8,16,7,,,,,,,
139,136,109,24,15,5,,,,,,,
242,145,3,15,19,5,,,,,,,
244,150,1,7,19,8,,,,,,,
175,26,74,132,15,7,,,,,,,
218,8,27,149,19,8,,,,,,,
118,146,120,7,26,12,,,,,,,
194,28,29,121,41,16,,,,,,,
223,15,5,133,36,17,,,,,,,
150,50,85,100,29,15,,,,,,,
187,96,43,54,34,15,,,,,,,
176,30,48,119,40,16,,,,,,,
16,71,203,73,45,21,,,,,,,
114,29,94,104,56,32,,,,,,,
34,53,188,94,42,18,,,,,,,
188,40,50,109,26,16,,,,,,,
228,1,24,161,12,3,,,,,,,
210,1,42,161,12,3,,,,,,,
233,64,11,93,20,8,,,,,,,
241,102,14,59,8,4,,,,,,,
4,161,251,1,9,3,,,,,,,
218,38,42,126,4,1,,,,,,,
90,16,168,146,6,3,,,,,,,
210,16,49,144,5,5,,,,,,,
225,70,32,89,7,6,,,,,,,
170,8,89,152,5,5,,,,,,,
230,70,26,91,8,4,,,,,,,
231,58,23,103,10,4,,,,,,,
202,134,45,25,17,6,,,,,,,
238,158,1,1,25,6,,,,,,,
208,56,41,106,16,3,,,,,,,
243,156,1,0,20,9,,,,,,,
242,71,6,87,16,7,,,,,,,
228,52,18,104,18,9,,,,,,,
219,0,28,152,17,13,,,,,,,
249,111,1,46,14,8,,,,,,,
183,35,65,120,16,10,,,,,,,
158,153,90,5,16,7,,,,,,,
240,92,7,67,17,6,,,,,,,
185,118,58,40,21,7,,,,,,,
154,77,86,77,24,11,,,,,,,
224,26,17,126,23,13,,,,,,,
2,81,239,74,23,10,,,,,,,
227,22,11,134,26,9,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
140,19,99,137,25,9,,,,,,,
6,127,231,24,27,14,,,,,,,
16,120,221,32,27,13,,,,,,,
207,103,46,58,11,4,,,,,,,
251,126,4,32,9,7,,,,,,,
187,60,69,102,8,3,,,,,,,
47,53,213,109,4,3,,,,,,,
238,122,20,40,6,3,,,,,,,
247,54,0,100,17,11,,,,,,,
250,124,2,35,12,6,,,,,,,
229,77,29,84,5,4,,,,,,,
202,26,48,133,14,6,,,,,,,
224,34,19,124,21,7,,,,,,,
42,116,201,41,21,8,,,,,,,
201,11,41,148,22,6,,,,,,,
168,39,79,121,18,5,,,,,,,
212,117,7,37,45,11,,,,,,,
197,37,2,100,65,28,,,,,,,
188,47,17,90,59,28,,,,,,,
3,93,213,35,48,37,,,,,,,
