Republican Yea,Democrat Yea,Republican Nay,Democrat Nay,Republican Not Voting,Democrat Not Voting,,Senate Democrat Yea,Senate Republican Yea,Senate Democrat Nay,Senate Republican Nay,Senate Democrat Not Voting,Senate Republican Not Voting
179,129,47,54,13,6,,51,9,0,37,0,1
223,11,5,168,11,11,,48,14,0,27,3,6
4,175,224,4,12,11,,1,37,50,9,0,1
224,27,4,153,12,10,,42,22,9,24,0,1
1,179,228,1,10,10,,45,29,6,17,0,1
216,7,10,171,11,12,,50,3,1,43,0,1
223,134,0,36,18,20,,1,42,50,4,0,1
224,146,0,24,17,20,,50,6,1,40,0,1
182,128,39,41,18,19,,0,41,51,5,0,1
235,1,0,182,6,7,,49,22,2,24,0,1
235,7,0,177,6,6,,1,14,50,32,0,1
235,145,0,41,6,4,,0,33,51,13,0,1
230,184,5,0,6,6,,51,23,0,23,0,1
18,178,216,3,7,9,,1,41,50,5,0,1
5,174,230,8,6,8,,27,4,24,42,0,1
13,181,220,2,8,7,,0,45,51,1,0,1
1,183,234,2,6,5,,0,14,50,32,1,1
235,12,0,174,6,4,,0,20,51,26,0,1
234,1,0,183,7,6,,5,41,46,5,0,1
236,5,3,181,2,4,,51,10,0,36,0,1
227,186,6,0,4,4,,1,43,50,3,0,1
178,122,55,56,6,10,,2,28,49,18,0,1
0,0,239,175,2,15,,15,46,36,0,0,1
0,107,239,75,2,8,,51,7,0,39,0,1
16,22,223,159,2,7,,0,42,51,4,0,1
236,1,0,178,5,11,,49,26,2,20,0,1
229,37,10,148,2,5,,0,21,50,25,1,1
0,78,239,107,2,5,,0,15,51,31,0,1
136,0,104,181,1,6,,3,32,48,13,0,1
0,163,240,22,1,5,,1,35,50,11,0,1
228,0,10,181,3,9,,18,28,33,18,0,1
216,161,0,0,25,29,,0,29,51,17,0,1
213,160,4,0,23,30,,0,40,51,6,0,1
233,1,0,175,8,14,,50,36,1,10,0,1
234,1,1,178,6,11,,38,12,13,34,0,1
228,0,4,180,9,10,,16,27,35,19,0,1
230,180,2,0,9,10,,41,24,10,22,0,1
6,146,228,32,7,12,,45,0,4,44,2,3
2,136,234,45,5,9,,10,46,41,0,0,1
10,145,226,36,5,9,,12,46,39,0,0,1
8,168,228,16,5,6,,23,1,28,45,0,1
216,7,21,177,4,6,,47,46,4,0,0,1
1,159,236,25,4,6,,0,45,51,1,0,1
235,39,2,144,4,7,,46,16,5,30,0,1
239,4,0,180,2,6,,49,45,1,1,1,1
239,7,0,177,2,6,,49,39,0,2,2,6
174,121,60,58,6,10,,48,42,0,3,3,2
237,18,1,164,3,8,,50,41,0,3,1,3
1,175,237,5,3,10,,48,22,0,22,3,3
224,69,14,113,3,8,,48,16,0,28,3,3
228,180,4,0,7,10,,48,13,0,30,0,1
229,5,0,179,12,6,,48,24,0,19,0,1
227,7,0,178,14,5,,51,42,0,2,0,3
175,115,51,67,13,7,,48,30,1,13,2,4
0,175,229,7,12,8,,50,21,0,24,1,2
1,178,227,2,13,10,,50,5,1,40,0,2
217,18,10,163,13,9,,49,2,1,43,1,2
217,159,2,0,22,31,,49,40,0,3,1,0
1,180,238,4,2,6,,49,0,1,43,1,4
239,73,0,111,2,6,,51,0,0,45,0,2
237,184,1,0,3,6,,50,4,0,42,1,1
236,5,0,179,5,6,,46,43,0,1,5,3
234,2,1,184,6,4,,1,44,50,2,0,1
11,156,222,21,8,13,,50,0,1,46,0,1
233,179,0,0,8,11,,48,34,2,9,1,4
231,179,2,1,8,10,,51,3,0,34,0,3
234,181,0,0,7,9,,45,5,6,40,0,2
234,182,0,0,7,8,,3,37,48,8,0,2
233,181,0,1,8,8,,50,3,1,40,0,4
233,180,1,2,7,8,,48,39,0,1,3,7
1,182,233,0,7,8,,49,44,0,1,2,2
206,42,28,140,7,8,,47,35,0,8,4,4
220,175,10,0,11,15,,51,5,0,40,0,2
0,178,231,0,10,12,,50,24,1,21,0,2
202,13,30,165,10,12,,50,15,1,30,0,2
213,163,0,0,28,27,,0,10,49,30,2,7
216,161,0,0,25,29,,49,39,0,1,2,7
215,160,0,0,26,30,,48,12,1,29,2,6
231,4,0,174,10,12,,48,12,1,29,2,6
228,0,0,181,13,9,,46,36,3,4,2,7
175,121,53,55,11,13,,48,42,1,4,2,1
14,127,216,45,11,18,,45,4,5,42,1,1
133,4,100,170,8,16,,44,38,4,8,3,1
121,0,112,175,8,15,,47,1,1,43,3,3
48,142,185,33,8,15,,50,9,0,36,1,2
172,2,61,172,8,16,,49,11,2,35,0,1
129,0,104,175,8,15,,49,34,0,11,2,2
147,0,86,173,8,17,,49,44,0,0,2,3
216,3,17,172,8,15,,48,4,1,40,2,3
163,46,70,129,8,15,,48,13,1,31,2,3
163,5,70,169,8,16,,48,16,1,28,2,3
227,98,6,75,8,17,,9,44,40,0,2,3
3,96,229,82,9,12,,46,20,3,25,2,2
61,145,171,33,9,12,,37,2,12,41,2,4
193,6,38,173,10,11,,49,43,0,0,2,4
4,92,229,85,8,13,,47,9,1,33,3,5
121,0,112,179,8,11,,47,44,0,1,4,2
163,2,69,177,9,11,,47,45,0,0,4,2
122,0,110,179,9,11,,51,8,0,38,0,1
226,12,6,167,9,11,,49,41,1,5,1,1
156,4,77,174,8,12,,50,46,0,0,1,1
105,0,128,179,8,11,,49,21,0,23,2,3
197,23,35,156,9,11,,45,46,3,0,3,1
147,183,93,0,1,7,,48,44,0,0,3,3
236,175,1,1,3,6,,49,25,0,20,2,2
239,142,0,41,2,7,,47,46,0,0,4,1
34,126,203,57,4,7,,46,2,1,41,4,4
220,9,17,177,4,4,,48,41,0,0,3,6
225,7,13,179,3,4,,44,36,6,7,0,4
233,5,4,181,4,4,,50,39,0,1,0,7
231,1,7,183,3,6,,50,5,0,34,0,8
228,4,10,180,3,6,,36,2,10,41,5,4
235,15,3,170,3,5,,34,3,13,40,4,4
229,17,8,166,4,7,,9,3,38,40,4,4
229,16,7,164,5,10,,36,6,12,39,3,2
208,10,28,173,5,7,,30,42,19,3,2,2
239,118,1,67,1,5,,46,4,2,41,3,2
28,135,212,50,1,5,,47,2,1,43,3,2
12,177,227,8,2,5,,0,44,48,1,3,2
16,177,224,8,1,5,,2,33,46,12,3,2
230,8,10,178,1,4,,6,34,42,11,3,2
206,3,34,183,1,4,,9,39,39,6,3,2
213,5,27,181,1,4,,0,42,47,3,4,2
232,5,0,177,9,8,,0,3,47,42,4,2
232,1,0,183,9,6,,3,43,45,2,3,2
2,168,228,4,9,9,,48,5,0,40,3,2
218,0,16,183,6,7,,0,41,48,4,3,2
1,180,232,1,8,9,,48,12,0,32,3,3
224,23,8,155,9,12,,48,14,0,26,3,7
222,172,1,0,18,18,,49,18,0,24,2,5
224,176,1,0,16,14,,47,40,3,5,1,2
225,175,0,0,16,15,,,,,,,
236,3,0,183,5,4,,,,,,,
234,1,1,186,6,3,,,,,,,
234,1,2,184,4,5,,,,,,,
233,183,3,1,5,6,,,,,,,
2,185,236,0,3,5,,,,,,,
216,6,23,182,2,2,,,,,,,
233,3,3,179,5,8,,,,,,,
236,8,4,174,1,8,,,,,,,
235,166,4,7,2,8,,,,,,,
221,181,17,1,3,8,,,,,,,
69,15,169,166,3,9,,,,,,,
12,101,224,79,5,10,,,,,,,
232,180,0,1,9,9,,,,,,,
227,22,11,160,3,8,,,,,,,
210,1,28,181,3,8,,,,,,,
11,101,227,81,3,8,,,,,,,
13,152,223,29,5,9,,,,,,,
19,163,219,19,3,8,,,,,,,
230,13,7,166,4,11,,,,,,,
209,0,29,182,3,8,,,,,,,
25,167,214,15,2,8,,,,,,,
94,70,145,111,2,9,,,,,,,
12,168,227,14,2,8,,,,,,,
212,182,27,0,2,8,,,,,,,
30,88,209,94,2,8,,,,,,,
5,155,234,27,2,8,,,,,,,
4,171,234,11,3,8,,,,,,,
233,8,5,174,3,8,,,,,,,
218,2,21,180,2,8,,,,,,,
16,154,223,29,2,7,,,,,,,
228,1,11,182,2,7,,,,,,,
63,163,176,20,2,7,,,,,,,
2,75,236,108,3,7,,,,,,,
229,12,10,171,2,7,,,,,,,
45,76,194,106,2,8,,,,,,,
225,13,3,159,13,18,,,,,,,
234,145,2,36,5,9,,,,,,,
2,180,236,0,3,10,,,,,,,
222,77,16,104,3,9,,,,,,,
235,26,1,151,5,13,,,,,,,
69,176,166,3,6,11,,,,,,,
219,168,4,1,18,21,,,,,,,
220,170,2,0,19,20,,,,,,,
220,171,2,0,19,19,,,,,,,
231,2,0,180,10,8,,,,,,,
232,14,0,166,9,10,,,,,,,
226,20,7,161,8,9,,,,,,,
1,179,231,4,9,7,,,,,,,
224,162,7,21,10,7,,,,,,,
34,184,197,1,10,5,,,,,,,
180,0,52,185,9,5,,,,,,,
3,185,230,0,8,5,,,,,,,
226,181,8,4,7,5,,,,,,,
139,77,85,92,17,21,,,,,,,
188,15,33,152,20,23,,,,,,,
6,146,214,23,21,21,,,,,,,
125,5,93,163,23,22,,,,,,,
139,1,81,164,21,25,,,,,,,
113,0,107,168,21,22,,,,,,,
26,157,191,9,24,24,,,,,,,
7,141,210,26,24,23,,,,,,,
6,133,210,35,25,22,,,,,,,
91,15,134,147,16,28,,,,,,,
5,126,221,36,15,28,,,,,,,
102,36,123,126,16,28,,,,,,,
6,146,219,16,16,28,,,,,,,
162,19,72,157,7,14,,,,,,,
234,114,0,60,7,16,,,,,,,
228,98,5,76,8,16,,,,,,,
232,123,0,51,9,16,,,,,,,
225,17,7,161,9,12,,,,,,,
7,143,226,34,8,13,,,,,,,
192,136,44,45,5,9,,,,,,,
4,153,231,29,6,8,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
109,27,127,155,5,8,,,,,,,
60,108,175,74,6,8,,,,,,,
94,129,142,53,5,8,,,,,,,
8,174,228,9,5,7,,,,,,,
8,130,228,53,5,7,,,,,,,
23,151,212,32,6,7,,,,,,,
135,6,100,176,6,8,,,,,,,
152,5,84,177,5,8,,,,,,,
125,0,110,183,6,7,,,,,,,
140,4,95,179,6,7,,,,,,,
184,0,52,183,5,7,,,,,,,
70,44,164,138,7,8,,,,,,,
60,148,172,35,8,7,,,,,,,
2,183,233,0,6,7,,,,,,,
207,48,29,136,5,6,,,,,,,
192,67,43,111,6,12,,,,,,,
14,178,222,4,5,8,,,,,,,
0,154,235,25,6,11,,,,,,,
135,5,101,172,5,13,,,,,,,
24,149,211,29,6,12,,,,,,,
51,160,185,17,5,13,,,,,,,
4,155,231,23,6,12,,,,,,,
8,148,228,33,5,9,,,,,,,
7,137,229,44,5,9,,,,,,,
221,81,14,99,6,10,,,,,,,
209,21,26,160,6,9,,,,,,,
1,166,235,14,5,10,,,,,,,
15,45,221,134,5,11,,,,,,,
18,132,218,48,5,10,,,,,,,
9,157,225,20,7,13,,,,,,,
235,5,1,178,5,7,,,,,,,
233,8,0,173,8,9,,,,,,,
2,177,233,6,6,7,,,,,,,
233,37,0,146,8,7,,,,,,,
217,7,15,174,9,9,,,,,,,
228,10,4,171,9,9,,,,,,,
131,0,101,181,9,9,,,,,,,
187,17,46,164,8,9,,,,,,,
232,18,1,163,8,9,,,,,,,
99,2,134,180,8,8,,,,,,,
79,20,154,162,8,8,,,,,,,
0,165,233,18,8,7,,,,,,,
217,17,16,166,8,7,,,,,,,
188,25,41,152,12,13,,,,,,,
206,8,25,164,10,18,,,,,,,
190,14,41,162,10,14,,,,,,,
10,168,219,10,12,12,,,,,,,
94,54,137,124,10,12,,,,,,,
1,100,230,79,10,11,,,,,,,
211,96,19,83,11,11,,,,,,,
82,0,145,178,14,12,,,,,,,
216,167,3,0,22,23,,,,,,,
217,163,0,0,24,27,,,,,,,
233,5,1,177,7,8,,,,,,,
235,5,1,174,5,12,,,,,,,
8,176,226,10,7,5,,,,,,,
1,155,236,32,4,4,,,,,,,
4,173,233,14,4,4,,,,,,,
2,186,234,0,5,5,,,,,,,
216,16,19,169,6,6,,,,,,,
232,111,4,74,4,5,,,,,,,
236,6,0,183,5,2,,,,,,,
235,10,0,178,6,3,,,,,,,
198,188,34,0,8,3,,,,,,,
234,19,0,163,7,9,,,,,,,
2,162,231,18,8,11,,,,,,,
4,173,231,11,6,7,,,,,,,
7,167,229,15,5,9,,,,,,,
0,164,235,20,6,7,,,,,,,
7,157,229,27,5,7,,,,,,,
8,182,228,2,5,7,,,,,,,
231,26,4,158,6,7,,,,,,,
9,152,225,31,7,8,,,,,,,
221,23,13,160,7,8,,,,,,,
230,33,1,145,10,13,,,,,,,
7,161,228,22,6,8,,,,,,,
232,24,4,157,5,10,,,,,,,
8,178,228,5,5,8,,,,,,,
1,161,234,20,6,10,,,,,,,
1,161,234,21,6,9,,,,,,,
3,177,231,4,7,10,,,,,,,
1,165,230,13,10,13,,,,,,,
229,19,5,158,7,14,,,,,,,
221,39,9,129,11,23,,,,,,,
225,1,0,168,16,22,,,,,,,
225,4,0,166,16,21,,,,,,,
6,166,222,3,13,21,,,,,,,
201,0,25,169,15,22,,,,,,,
10,165,219,3,12,23,,,,,,,
154,10,77,161,10,20,,,,,,,
156,4,76,167,9,20,,,,,,,
14,170,217,1,10,20,,,,,,,
174,5,58,166,9,20,,,,,,,
170,3,62,168,9,20,,,,,,,
183,5,49,166,9,20,,,,,,,
137,1,95,170,9,20,,,,,,,
166,2,71,185,4,4,,,,,,,
175,3,59,181,7,7,,,,,,,
171,3,65,183,5,5,,,,,,,
184,9,50,179,7,3,,,,,,,
174,4,63,184,4,3,,,,,,,
167,2,70,180,4,9,,,,,,,
157,3,79,185,5,3,,,,,,,
168,4,68,181,5,6,,,,,,,
170,2,65,185,6,4,,,,,,,
157,0,80,187,4,4,,,,,,,
80,0,156,186,5,5,,,,,,,
123,0,114,186,4,5,,,,,,,
174,4,59,183,8,4,,,,,,,
239,15,0,173,2,3,,,,,,,
220,182,18,3,3,6,,,,,,,
228,183,8,1,5,7,,,,,,,
0,172,237,14,4,5,,,,,,,
238,17,2,65,1,108,,,,,,,
237,21,0,95,4,70,,,,,,,
235,24,0,161,6,6,,,,,,,
232,12,2,174,7,5,,,,,,,
160,6,75,179,6,6,,,,,,,
230,5,6,180,5,6,,,,,,,
222,12,16,175,3,4,,,,,,,
235,4,2,183,4,4,,,,,,,
3,185,233,0,5,6,,,,,,,
182,79,55,108,4,4,,,,,,,
186,187,52,0,3,4,,,,,,,
206,163,0,0,34,28,,,,,,,
211,160,0,0,29,31,,,,,,,
208,164,0,0,32,27,,,,,,,
0,75,227,91,12,25,,,,,,,
235,3,0,184,5,4,,,,,,,
236,4,0,182,4,5,,,,,,,
185,127,49,56,4,7,,,,,,,
0,180,239,9,1,2,,,,,,,
239,5,0,185,1,1,,,,,,,
235,10,0,180,5,1,,,,,,,
0,162,233,18,7,11,,,,,,,
0,162,233,19,7,10,,,,,,,
3,160,230,23,7,8,,,,,,,
225,13,8,170,7,8,,,,,,,
2,165,232,16,6,10,,,,,,,
1,180,228,3,11,8,,,,,,,
234,22,0,160,6,9,,,,,,,
166,167,60,1,14,23,,,,,,,
212,166,11,0,17,25,,,,,,,
237,177,0,2,3,12,,,,,,,
84,82,154,96,2,13,,,,,,,
81,121,156,60,3,10,,,,,,,
24,36,214,145,2,10,,,,,,,
16,129,221,52,3,10,,,,,,,
120,17,118,164,2,10,,,,,,,
12,138,226,42,2,11,,,,,,,
185,1,53,180,2,10,,,,,,,
68,160,170,21,2,10,,,,,,,
48,101,190,80,2,10,,,,,,,
28,86,209,93,3,12,,,,,,,
3,133,235,48,2,10,,,,,,,
19,87,217,94,4,10,,,,,,,
14,77,224,104,2,10,,,,,,,
8,99,230,82,2,10,,,,,,,
182,0,54,181,4,10,,,,,,,
230,17,5,161,5,13,,,,,,,
7,80,228,98,5,13,,,,,,,
24,147,212,31,4,13,,,,,,,
231,176,4,1,5,14,,,,,,,
227,8,8,170,5,13,,,,,,,
46,77,190,102,4,12,,,,,,,
220,12,16,167,4,12,,,,,,,
8,129,228,50,4,12,,,,,,,
89,158,146,21,5,12,,,,,,,
154,84,82,96,4,11,,,,,,,
236,163,0,17,4,11,,,,,,,
225,101,11,79,4,11,,,,,,,
179,43,42,118,19,30,,,,,,,
117,9,103,151,20,31,,,,,,,
219,160,0,0,21,31,,,,,,,
235,3,0,177,5,11,,,,,,,
235,9,0,170,5,12,,,,,,,
8,155,230,23,2,13,,,,,,,
6,152,232,30,2,9,,,,,,,
15,174,224,8,1,9,,,,,,,
10,167,229,18,1,6,,,,,,,
1,157,237,29,2,5,,,,,,,
1,149,238,37,1,5,,,,,,,
0,179,239,1,1,11,,,,,,,
228,25,9,161,3,5,,,,,,,
1,163,238,23,1,5,,,,,,,
238,89,1,97,1,5,,,,,,,
14,174,222,9,4,8,,,,,,,
2,157,234,25,4,9,,,,,,,
6,167,231,14,3,10,,,,,,,
3,171,232,10,5,10,,,,,,,
7,170,230,10,3,11,,,,,,,
232,3,2,181,6,7,,,,,,,
0,177,237,7,3,7,,,,,,,
3,174,232,6,5,11,,,,,,,
1,169,234,13,5,9,,,,,,,
0,173,237,9,3,9,,,,,,,
3,176,230,4,7,11,,,,,,,
230,18,6,165,4,8,,,,,,,
9,167,227,16,4,8,,,,,,,
226,14,10,168,4,9,,,,,,,
2,172,231,8,7,11,,,,,,,
5,173,229,7,6,11,,,,,,,
1,170,235,12,4,9,,,,,,,
233,18,3,163,4,10,,,,,,,
231,14,5,166,4,11,,,,,,,
2,171,234,9,4,11,,,,,,,
233,18,3,162,4,11,,,,,,,
1,180,233,1,6,10,,,,,,,
232,13,2,170,6,8,,,,,,,
95,166,115,1,30,24,,,,,,,
204,59,6,108,30,24,,,,,,,
203,17,6,148,29,26,,,,,,,
236,4,0,183,3,4,,,,,,,
237,1,0,186,2,4,,,,,,,
237,3,0,184,2,4,,,,,,,
0,170,238,19,1,2,,,,,,,
2,179,236,10,1,2,,,,,,,
237,19,1,170,1,2,,,,,,,
233,188,5,1,1,2,,,,,,,
232,182,3,3,3,6,,,,,,,
233,3,0,182,6,6,,,,,,,
233,2,0,181,6,8,,,,,,,
0,176,236,10,3,5,,,,,,,
3,185,233,2,3,4,,,,,,,
232,0,3,186,4,5,,,,,,,
2,187,232,0,5,4,,,,,,,
188,35,46,151,5,5,,,,,,,
229,185,0,0,10,6,,,,,,,
150,0,78,187,11,4,,,,,,,
214,163,0,0,25,27,,,,,,,
213,163,2,0,23,27,,,,,,,
204,160,11,0,24,30,,,,,,,
227,5,2,175,10,10,,,,,,,
227,6,3,176,9,8,,,,,,,
223,179,7,0,9,11,,,,,,,
19,182,213,0,7,8,,,,,,,
2,175,227,9,10,6,,,,,,,
7,183,223,2,9,5,,,,,,,
7,184,222,1,10,5,,,,,,,
0,183,232,1,7,6,,,,,,,
223,2,8,181,8,7,,,,,,,
227,74,7,111,5,5,,,,,,,
176,179,57,5,6,6,,,,,,,
157,182,76,1,6,7,,,,,,,
229,6,2,176,8,8,,,,,,,
230,2,2,180,7,8,,,,,,,
228,4,2,180,9,6,,,,,,,
229,181,2,1,8,8,,,,,,,
0,170,234,13,5,7,,,,,,,
222,1,12,184,5,5,,,,,,,
3,186,232,0,4,4,,,,,,,
165,164,70,21,4,5,,,,,,,
228,184,3,0,8,6,,,,,,,
0,169,228,10,11,11,,,,,,,
5,165,219,12,15,13,,,,,,,
0,175,228,6,11,9,,,,,,,
223,22,4,157,12,11,,,,,,,
226,174,0,0,13,16,,,,,,,
225,85,0,95,14,10,,,,,,,
231,7,0,179,8,4,,,,,,,
229,4,1,181,9,5,,,,,,,
231,19,0,164,8,7,,,,,,,
227,30,5,153,7,7,,,,,,,
121,116,112,68,6,6,,,,,,,
9,165,216,13,14,12,,,,,,,
5,173,221,8,13,9,,,,,,,
222,20,6,162,11,8,,,,,,,
0,164,228,18,11,8,,,,,,,
2,162,227,20,10,8,,,,,,,
224,23,4,159,11,8,,,,,,,
3,157,225,25,11,8,,,,,,,
7,161,222,21,10,8,,,,,,,
218,10,11,172,10,8,,,,,,,
215,11,10,171,14,8,,,,,,,
0,173,227,6,12,11,,,,,,,
214,19,13,162,12,9,,,,,,,
212,149,3,0,24,41,,,,,,,
230,13,2,162,8,17,,,,,,,
229,24,2,148,9,21,,,,,,,
207,163,18,1,15,29,,,,,,,
227,138,6,37,7,18,,,,,,,
223,174,1,0,16,18,,,,,,,
222,175,3,1,15,16,,,,,,,
233,10,0,170,7,12,,,,,,,
0,157,226,5,14,30,,,,,,,
218,27,5,134,17,31,,,,,,,
218,180,2,0,19,11,,,,,,,
164,126,53,53,22,11,,,,,,,
1,2,217,176,22,13,,,,,,,
218,179,0,0,22,12,,,,,,,
216,176,0,0,24,15,,,,,,,
217,181,1,0,22,10,,,,,,,
162,110,50,52,26,28,,,,,,,
224,0,0,183,16,8,,,,,,,
222,4,3,175,15,12,,,,,,,
198,31,29,153,13,7,,,,,,,
218,181,4,0,18,10,,,,,,,
185,166,37,16,18,9,,,,,,,
222,180,0,0,18,11,,,,,,,
177,109,0,10,63,72,,,,,,,
178,128,0,0,62,63,,,,,,,
187,172,36,0,16,19,,,,,,,
217,169,5,1,18,21,,,,,,,
157,151,70,19,13,21,,,,,,,
221,167,4,0,15,24,,,,,,,
205,178,16,0,19,13,,,,,,,
223,178,3,0,14,13,,,,,,,
222,176,4,1,14,14,,,,,,,
151,179,77,0,12,12,,,,,,,
227,182,1,0,12,9,,,,,,,
224,178,0,2,16,11,,,,,,,
233,0,1,183,6,8,,,,,,,
219,0,13,184,8,7,,,,,,,
233,0,1,185,6,6,,,,,,,
232,11,2,175,6,5,,,,,,,
1,178,234,9,5,4,,,,,,,
215,0,21,188,3,3,,,,,,,
205,110,30,77,5,4,,,,,,,
234,187,1,0,5,4,,,,,,,
236,186,0,0,4,5,,,,,,,
228,180,6,1,6,10,,,,,,,
221,169,0,0,19,22,,,,,,,
220,172,3,0,17,19,,,,,,,
220,173,0,0,20,18,,,,,,,
