Republican Yea,Democrat Yea,Republican Nay,Democrat Nay,Republican Not Voting,Democrat Not Voting,,Senate Democrat Yea,Senate Republican Yea,Senate Democrat Nay,Senate Republican Nay,Senate Democrat Not Voting,Senate Republican Not Voting
75,171,146,16,11,12,,52,19,0,25,1,1
167,18,54,169,11,12,,52,0,0,42,1,3
10,186,211,0,11,13,,51,0,0,39,2,6
53,172,168,15,11,12,,50,0,1,38,2,7
219,10,1,177,12,12,,51,1,0,37,2,7
215,1,5,185,12,13,,52,2,2,1,43,0
212,2,9,185,11,12,,53,5,2,0,40,0
219,7,2,177,11,15,,51,45,0,0,2,0
0,185,220,0,12,12,,5,45,0,48,0,2
204,117,17,70,11,12,,47,24,2,6,21,0
0,183,220,0,12,16,,44,33,1,9,12,1
194,151,26,33,12,15,,49,2,2,43,2,0
218,183,2,0,12,16,,50,15,0,30,3,0
149,5,71,177,12,17,,51,1,1,44,1,0
127,0,94,185,11,14,,52,45,0,0,1,0
NA,NA,NA,NA,NA,NA,,52,42,0,1,1,2
158,2,70,196,4,1,,48,39,0,1,5,5
14,191,214,7,4,1,,51,16,0,28,2,1
101,13,127,184,4,2,,51,15,0,29,2,1
133,1,91,197,8,1,,51,14,0,29,2,2
140,3,88,195,4,1,,14,45,0,39,0,2
128,2,99,196,5,1,,53,45,2,0,0,0
186,2,41,196,5,1,,52,4,2,1,41,0
210,4,18,194,4,1,,51,5,0,39,2,1
177,0,51,198,4,1,,51,2,0,42,2,1
219,0,9,198,4,1,,51,3,0,40,2,2
202,53,26,145,4,1,,51,5,0,38,2,2
228,198,0,0,4,1,,48,2,3,41,2,2
221,6,3,183,8,10,,50,43,0,0,3,2
155,4,71,189,6,6,,51,43,0,0,2,2
199,11,27,182,6,6,,47,0,4,42,2,3
183,7,44,188,5,4,,49,0,0,36,4,9
176,5,51,189,5,5,,49,0,0,36,4,9
30,178,196,16,6,5,,49,0,1,41,3,4
164,3,60,190,8,6,,51,0,0,41,2,4
167,0,60,194,5,5,,51,6,0,34,2,5
0,195,227,0,5,4,,50,0,0,40,3,5
215,14,12,180,5,5,,51,15,0,28,2,2
224,0,0,194,8,5,,52,0,0,43,1,2
223,4,1,188,8,7,,51,4,0,39,2,2
173,5,55,188,4,6,,52,0,0,43,1,2
129,1,99,191,4,7,,50,41,0,2,3,2
93,130,135,63,4,6,,51,0,0,43,2,2
15,135,212,60,5,4,,51,12,0,31,2,2
17,131,211,65,4,3,,51,7,0,36,2,2
117,2,110,193,5,4,,50,15,0,28,3,2
60,2,167,191,5,6,,51,18,0,25,2,2
5,189,222,5,5,5,,50,16,0,27,3,2
0,180,224,8,8,11,,48,39,0,3,5,3
219,53,2,142,11,4,,48,19,1,23,4,3
0,188,222,7,10,4,,47,17,2,24,4,4
221,42,2,153,9,4,,48,3,0,36,5,6
220,191,2,0,10,8,,34,41,15,0,4,4
214,182,0,0,18,17,,50,1,0,40,3,4
218,180,0,0,14,19,,49,0,1,41,3,4
220,24,0,163,12,12,,50,5,0,34,3,6
3,195,220,0,9,4,,49,1,1,39,3,5
225,5,0,184,7,10,,52,0,0,40,1,5
111,19,118,174,3,6,,49,12,0,32,4,1
4,175,224,18,4,6,,51,12,0,31,2,2
7,180,221,12,4,7,,51,33,0,12,2,0
221,17,4,175,7,7,,51,33,0,12,2,0
155,145,73,41,4,13,,49,35,3,10,1,0
218,12,10,174,4,13,,0,18,0,53,27,2
4,159,224,25,4,15,,53,0,2,0,45,0
23,142,206,44,3,13,,49,39,1,4,6,1
31,151,196,35,5,13,,50,11,1,34,2,0
135,158,94,29,3,11,,47,0,0,35,6,10
103,64,121,123,8,12,,50,1,0,40,3,4
19,43,210,145,3,11,,51,0,0,41,2,4
21,136,208,52,3,11,,50,0,0,41,3,4
25,187,204,0,3,12,,51,0,0,40,2,5
20,133,207,53,5,13,,51,0,0,41,2,4
73,19,152,168,7,12,,51,0,0,41,2,4
203,2,23,185,6,12,,51,0,0,41,2,4
212,68,14,119,6,12,,51,0,0,41,2,4
139,24,85,163,8,12,,51,0,0,41,2,4
2,188,220,0,10,11,,49,0,0,41,4,4
219,121,6,67,7,11,,51,1,0,40,2,4
205,165,0,12,27,22,,51,0,0,41,2,4
202,177,3,0,27,22,,51,0,0,42,2,3
219,0,0,184,13,15,,52,0,0,42,1,3
220,1,0,186,12,12,,52,0,0,42,1,3
1,162,220,29,11,8,,51,0,0,42,2,3
0,168,220,22,12,9,,52,0,0,42,1,3
1,172,220,19,11,8,,52,0,0,42,1,3
6,171,213,20,13,8,,52,0,0,42,1,3
219,33,2,156,11,10,,51,0,0,42,2,3
1,190,219,1,12,8,,52,0,0,42,1,3
219,46,1,143,12,10,,52,0,0,42,1,3
1,175,222,11,9,13,,51,0,0,42,2,3
0,171,223,17,9,11,,52,0,0,42,1,3
1,175,222,12,9,12,,47,29,5,13,1,3
0,185,223,4,9,10,,0,22,52,20,1,3
221,17,1,172,10,10,,31,24,21,18,1,3
224,14,0,180,8,5,,48,1,3,40,2,4
223,5,0,189,10,5,,48,1,3,40,2,4
11,185,212,9,10,5,,51,2,0,39,2,4
2,190,222,3,9,6,,52,1,0,39,1,5
220,46,2,148,11,5,,52,0,0,41,1,4
225,19,2,170,6,10,,52,2,0,39,1,4
1,178,224,8,8,13,,52,0,0,40,1,5
4,179,222,5,7,15,,52,2,0,38,1,5
5,183,220,3,8,13,,52,12,0,28,1,5
5,174,217,12,11,13,,44,31,8,8,1,6
224,17,2,171,7,11,,50,0,1,37,2,8
4,185,221,2,8,12,,50,0,1,37,2,8
1,176,224,11,8,12,,,,,,,
219,10,6,179,8,10,,,,,,,
197,178,19,0,17,21,,,,,,,
215,178,0,0,18,21,,,,,,,
128,4,99,185,6,10,,,,,,,
110,171,116,21,7,7,,,,,,,
101,3,127,189,5,7,,,,,,,
110,2,119,190,4,7,,,,,,,
4,168,224,21,5,10,,,,,,,
110,0,118,192,5,7,,,,,,,
97,0,131,190,5,9,,,,,,,
223,192,6,0,4,7,,,,,,,
129,0,98,192,6,7,,,,,,,
33,188,195,4,5,7,,,,,,,
67,117,160,75,6,7,,,,,,,
6,69,222,122,5,8,,,,,,,
27,189,201,4,5,6,,,,,,,
20,161,208,31,5,7,,,,,,,
159,17,69,174,5,8,,,,,,,
7,89,222,104,4,6,,,,,,,
34,187,194,6,5,6,,,,,,,
181,0,46,193,6,6,,,,,,,
224,3,1,190,8,6,,,,,,,
227,5,2,185,4,9,,,,,,,
229,0,0,192,4,7,,,,,,,
229,5,0,188,4,6,,,,,,,
223,3,3,190,7,6,,,,,,,
224,15,3,179,6,5,,,,,,,
140,0,88,194,5,5,,,,,,,
216,2,12,192,5,5,,,,,,,
224,5,1,187,8,7,,,,,,,
147,3,80,191,6,5,,,,,,,
224,2,3,191,6,6,,,,,,,
131,0,96,193,6,6,,,,,,,
0,188,228,3,5,8,,,,,,,
218,35,11,159,4,5,,,,,,,
0,191,226,3,7,5,,,,,,,
224,34,2,158,7,7,,,,,,,
206,180,0,0,27,19,,,,,,,
165,181,41,0,27,18,,,,,,,
224,4,0,192,9,3,,,,,,,
220,11,2,184,11,4,,,,,,,
13,148,212,46,8,5,,,,,,,
222,116,2,78,9,5,,,,,,,
1,169,221,23,11,7,,,,,,,
1,183,224,11,8,5,,,,,,,
0,193,224,3,9,3,,,,,,,
181,186,45,10,7,3,,,,,,,
179,7,46,190,8,2,,,,,,,
225,57,0,138,8,3,,,,,,,
0,193,225,5,8,1,,,,,,,
45,186,180,12,8,1,,,,,,,
223,128,1,70,9,1,,,,,,,
222,42,3,154,8,3,,,,,,,
165,3,61,195,7,1,,,,,,,
222,17,3,181,8,1,,,,,,,
221,2,4,196,8,1,,,,,,,
225,4,0,194,8,1,,,,,,,
221,20,4,177,8,2,,,,,,,
0,198,225,0,8,1,,,,,,,
222,6,4,191,7,2,,,,,,,
222,4,0,186,11,9,,,,,,,
223,7,0,183,10,9,,,,,,,
13,188,211,2,9,9,,,,,,,
0,185,223,4,10,10,,,,,,,
221,56,1,129,11,14,,,,,,,
164,183,57,0,12,16,,,,,,,
221,183,0,0,12,16,,,,,,,
78,182,142,1,13,16,,,,,,,
11,180,207,0,15,19,,,,,,,
224,0,0,190,9,9,,,,,,,
223,7,0,185,10,7,,,,,,,
224,189,0,0,9,10,,,,,,,
2,192,221,0,10,7,,,,,,,
225,189,0,0,8,10,,,,,,,
225,1,1,190,7,8,,,,,,,
225,1,0,189,8,9,,,,,,,
211,193,14,0,8,6,,,,,,,
3,190,220,0,10,9,,,,,,,
214,191,11,0,8,8,,,,,,,
220,189,0,0,13,10,,,,,,,
2,193,219,0,12,6,,,,,,,
195,32,26,161,12,6,,,,,,,
13,192,207,0,13,7,,,,,,,
212,25,5,168,16,6,,,,,,,
180,190,37,3,16,6,,,,,,,
22,191,193,0,18,8,,,,,,,
210,189,0,0,23,10,,,,,,,
216,37,0,148,17,14,,,,,,,
215,185,0,0,18,14,,,,,,,
210,185,8,0,15,14,,,,,,,
224,0,0,192,9,7,,,,,,,
223,2,0,192,10,5,,,,,,,
0,188,224,3,9,8,,,,,,,
10,194,213,2,10,3,,,,,,,
1,196,225,0,7,3,,,,,,,
219,14,8,182,6,3,,,,,,,
193,193,30,2,10,4,,,,,,,
227,0,0,195,6,4,,,,,,,
227,0,1,195,5,4,,,,,,,
225,195,5,0,3,4,,,,,,,
225,0,5,196,3,3,,,,,,,
0,195,230,3,3,1,,,,,,,
230,37,0,161,3,1,,,,,,,
224,2,2,196,7,1,,,,,,,
220,0,7,198,6,1,,,,,,,
227,45,2,148,4,6,,,,,,,
226,0,0,184,7,15,,,,,,,
219,0,6,184,8,15,,,,,,,
226,0,0,183,7,16,,,,,,,
218,0,6,185,9,14,,,,,,,
222,1,4,185,7,13,,,,,,,
212,4,11,181,10,13,,,,,,,
214,181,4,4,15,14,,,,,,,
222,179,0,0,10,20,,,,,,,
222,177,0,0,10,22,,,,,,,
218,180,1,0,13,19,,,,,,,
222,7,0,179,10,13,,,,,,,
227,22,0,163,5,14,,,,,,,
2,161,226,22,4,16,,,,,,,
0,170,228,12,4,17,,,,,,,
0,177,227,8,5,14,,,,,,,
227,35,1,151,4,13,,,,,,,
227,0,0,196,5,3,,,,,,,
228,5,0,187,4,7,,,,,,,
227,195,2,0,3,4,,,,,,,
228,194,0,0,4,5,,,,,,,
2,185,220,3,10,11,,,,,,,
222,25,0,167,10,7,,,,,,,
215,187,0,0,17,12,,,,,,,
173,154,22,0,37,45,,,,,,,
222,2,0,188,10,9,,,,,,,
216,5,6,186,10,8,,,,,,,
219,191,4,0,9,8,,,,,,,
225,95,1,101,6,3,,,,,,,
227,100,1,96,4,3,,,,,,,
166,193,61,3,5,3,,,,,,,
227,106,1,91,4,2,,,,,,,
226,197,0,0,6,2,,,,,,,
224,195,0,0,8,4,,,,,,,
159,114,71,85,3,0,,,,,,,
0,199,228,0,4,0,,,,,,,
176,143,53,55,3,1,,,,,,,
226,0,0,195,6,4,,,,,,,
225,2,0,193,7,4,,,,,,,
0,191,217,1,15,7,,,,,,,
221,32,1,162,10,5,,,,,,,
0,193,222,0,10,6,,,,,,,
217,9,7,184,8,6,,,,,,,
209,173,0,0,23,26,,,,,,,
225,8,0,185,8,8,,,,,,,
0,192,224,0,9,9,,,,,,,
221,31,0,161,11,9,,,,,,,
207,171,1,0,25,30,,,,,,,
225,0,0,190,8,11,,,,,,,
227,0,0,192,6,9,,,,,,,
223,9,0,184,10,8,,,,,,,
1,194,224,1,8,6,,,,,,,
225,4,1,190,7,7,,,,,,,
1,193,229,1,3,7,,,,,,,
0,196,230,0,3,5,,,,,,,
229,8,1,189,3,4,,,,,,,
1,182,222,3,10,16,,,,,,,
0,189,223,0,10,12,,,,,,,
222,16,0,172,11,13,,,,,,,
201,173,11,0,21,28,,,,,,,
214,172,0,0,19,29,,,,,,,
224,190,0,0,9,11,,,,,,,
226,192,0,0,7,9,,,,,,,
219,191,7,0,7,10,,,,,,,
228,192,0,0,5,9,,,,,,,
229,193,0,0,4,8,,,,,,,
226,192,3,0,4,9,,,,,,,
224,7,3,189,6,5,,,,,,,
222,191,0,3,11,7,,,,,,,
154,121,69,68,9,11,,,,,,,
2,195,223,0,8,6,,,,,,,
202,176,26,20,5,5,,,,,,,
221,183,5,12,7,6,,,,,,,
227,0,0,191,6,10,,,,,,,
227,5,1,190,5,6,,,,,,,
222,189,5,5,6,7,,,,,,,
0,194,225,0,8,7,,,,,,,
216,3,7,190,7,8,,,,,,,
194,106,32,87,7,8,,,,,,,
0,182,225,3,8,16,,,,,,,
224,6,0,182,9,13,,,,,,,
226,5,0,189,7,7,,,,,,,
226,190,0,0,7,11,,,,,,,
141,120,84,71,8,9,,,,,,,
221,196,7,0,5,5,,,,,,,
184,141,45,55,4,5,,,,,,,
229,196,0,0,4,5,,,,,,,
222,194,4,1,7,6,,,,,,,
214,0,16,196,4,5,,,,,,,
228,47,0,149,5,5,,,,,,,
162,57,67,139,5,5,,,,,,,
175,186,38,1,20,14,,,,,,,
