Democrat Yea,Republican Yea,Democrat Nay,Republican Nay,Democrat Not Voting,Republican Not Voting,,Senate Democrat Yea,Senate Republican Yea,Senate Democrat Nay,Senate Republican Nay,Senate Democrat Not Voting,Senate Republican Not Voting
113,0,143,175,2,3,,0,28,52,11,5,1
0,137,255,38,4,3,,31,1,21,38,5,1
233,0,20,176,1,2,,19,40,33,0,5,0
236,52,1,115,16,11,,53,37,0,2,4,1
238,52,1,117,15,9,,53,35,1,4,3,1
238,124,0,43,16,11,,49,38,5,0,3,2
250,173,0,0,4,5,,48,40,6,0,3,0
250,172,0,0,4,6,,54,39,0,0,3,1
23,173,227,0,4,5,,51,39,3,0,3,1
246,165,0,6,8,7,,54,38,0,0,3,2
250,174,0,0,10,4,,53,39,1,0,3,1
253,170,0,1,7,7,,2,27,51,12,4,1
19,175,236,0,5,3,,47,38,1,1,9,1
6,154,252,19,2,5,,53,29,1,10,3,1
220,172,27,1,7,5,,52,7,1,29,4,4
251,162,0,10,3,6,,1,35,53,5,3,0
248,94,0,78,6,6,,54,11,1,29,2,0
230,163,0,0,24,15,,54,23,1,16,2,1
232,107,0,56,22,15,,53,35,0,3,4,2
233,163,0,0,21,15,,54,4,1,35,2,1
247,175,0,1,6,2,,54,36,1,3,2,1
249,176,0,0,5,2,,49,2,1,33,7,5
232,1,17,174,5,3,,55,8,0,31,2,1
240,0,6,173,8,5,,55,5,0,35,2,0
234,0,11,174,9,4,,51,12,4,27,2,1
247,173,0,0,7,5,,4,27,49,10,4,3
233,0,17,176,5,2,,53,15,0,23,4,2
247,172,0,3,7,3,,48,17,4,21,5,2
248,174,0,0,6,4,,12,35,44,5,2,0
234,0,8,173,12,5,,43,0,12,40,3,0
234,0,15,175,5,3,,21,33,35,7,2,0
246,151,0,19,9,8,,12,25,44,15,2,0
25,160,225,16,5,2,,6,31,50,9,2,0
231,18,17,158,8,2,,2,34,51,6,5,0
249,0,1,174,5,4,,3,32,52,7,3,1
230,46,25,129,6,3,,43,10,9,27,6,3
241,43,16,133,4,2,,52,13,0,24,6,3
5,159,247,16,3,3,,4,27,48,10,6,3
252,105,1,69,3,4,,28,3,23,34,7,3
229,166,0,0,26,12,,50,32,1,5,7,3
229,165,0,0,26,13,,54,20,0,15,4,5
248,171,0,0,7,3,,0,29,56,4,2,7
249,175,0,0,6,3,,43,33,13,0,2,7
249,175,0,0,6,3,,56,5,0,28,2,7
250,176,0,0,5,2,,54,36,0,0,4,4
250,117,0,59,4,2,,42,15,14,25,2,0
247,176,0,0,8,2,,52,39,1,0,5,1
247,0,1,173,7,5,,20,38,35,2,3,0
245,0,4,172,12,6,,55,9,0,31,3,0
4,167,246,6,11,5,,4,38,51,2,3,0
4,163,249,10,8,5,,23,14,32,26,3,0
2,169,251,4,8,5,,8,32,45,7,5,1
240,60,3,111,12,7,,52,34,1,5,5,1
211,4,29,153,10,11,,3,22,52,18,3,0
241,168,0,0,14,10,,1,37,54,3,3,0
174,165,64,0,12,12,,5,30,50,10,3,0
247,1,2,173,6,4,,54,23,1,17,3,0
249,172,0,0,6,6,,3,23,52,17,3,0
249,171,0,0,6,7,,53,31,1,8,4,1
251,19,2,158,8,1,,2,40,53,0,3,0
255,177,1,1,5,0,,2,39,53,1,3,0
255,170,0,7,6,1,,11,22,44,18,3,0
251,177,0,0,4,1,,2,38,53,2,3,0
248,176,0,0,7,2,,54,15,1,25,3,0
234,175,10,1,11,2,,55,22,0,17,3,1
254,80,1,96,6,2,,54,28,0,11,4,1
257,176,0,0,4,2,,14,27,41,13,3,0
257,176,0,0,4,2,,7,20,48,20,3,0
6,176,246,1,3,1,,5,31,50,9,3,0
251,24,1,154,3,0,,2,30,53,10,3,0
0,149,232,25,23,4,,54,4,1,36,3,0
240,0,10,178,5,0,,54,24,1,16,3,0
242,5,8,170,5,3,,57,9,0,31,1,0
248,172,0,0,7,6,,55,8,0,32,3,0
17,174,233,4,5,0,,4,36,51,4,3,0
200,168,51,9,4,1,,7,39,48,1,3,0
238,173,0,0,17,5,,4,37,51,3,3,0
223,165,0,0,32,13,,3,38,52,2,3,0
224,114,0,52,31,12,,8,39,47,1,3,0
222,155,0,10,33,13,,53,5,2,35,3,0
247,176,0,0,8,2,,51,7,4,33,3,0
244,123,3,51,7,4,,57,21,2,0,19,0
246,176,0,0,9,2,,56,21,0,19,1,0
245,2,6,174,4,2,,54,7,2,3,32,0
244,0,3,172,8,5,,50,6,5,34,2,0
247,0,2,173,6,5,,49,33,6,0,2,7
248,113,1,63,6,2,,50,16,3,23,4,1
105,174,145,2,5,2,,5,33,51,7,1,0
248,175,0,0,7,3,,7,34,49,6,1,0
254,173,0,0,7,5,,27,40,29,0,1,0
210,175,41,0,4,3,,32,40,24,0,1,0
247,159,0,15,8,4,,5,40,50,0,2,0
232,5,15,169,8,4,,2,31,53,9,2,0
250,2,0,172,5,4,,0,34,54,6,3,0
246,0,3,172,6,6,,5,38,49,2,3,0
234,0,9,169,12,9,,3,34,52,6,2,0
246,165,0,0,9,13,,0,34,56,6,1,0
238,159,2,9,15,10,,54,17,2,23,1,0
248,172,0,0,13,6,,56,36,0,3,1,1
246,171,2,0,13,7,,45,39,10,0,2,1
11,143,235,28,9,7,,54,39,0,0,3,1
240,37,4,132,11,9,,1,26,54,14,2,0
226,166,1,0,28,12,,55,4,0,36,2,0
225,160,0,0,30,18,,54,0,2,40,1,0
232,164,0,1,24,13,,52,18,4,22,1,0
229,2,8,166,18,10,,54,1,2,39,1,0
37,160,212,12,6,6,,54,8,2,32,1,0
212,28,35,144,8,6,,55,22,1,18,1,0
248,169,0,0,7,9,,55,20,1,20,1,0
246,170,0,0,9,8,,57,40,0,0,1,0
242,28,0,134,7,5,,57,2,2,1,38,0
243,0,3,176,9,2,,57,2,2,1,38,0
244,176,0,0,11,2,,55,5,2,3,35,0
241,176,0,0,14,2,,17,16,39,24,2,0
42,177,211,0,8,1,,57,1,0,39,1,0
191,119,61,57,9,2,,0,40,57,0,1,0
236,176,11,1,8,1,,55,17,0,22,3,1
240,157,5,20,10,1,,0,38,56,2,2,0
3,154,241,17,17,7,,56,10,0,30,2,0
8,163,231,10,16,5,,56,33,0,7,2,0
234,24,5,149,15,5,,2,26,54,14,2,0
231,110,0,52,24,16,,3,22,53,18,2,0
229,124,0,39,26,15,,15,14,41,26,2,0
229,162,0,0,26,16,,54,21,2,19,2,0
239,59,9,110,8,7,,3,40,53,0,2,0
249,163,0,11,6,4,,57,34,2,1,6,0
249,174,0,0,6,4,,56,3,1,37,1,0
237,1,11,172,7,5,,1,32,55,7,2,1
247,112,0,60,8,6,,55,19,1,21,2,0
245,174,0,0,10,4,,2,31,54,9,2,0
250,7,2,169,9,2,,54,0,1,37,3,3
31,174,223,1,7,3,,55,22,0,17,3,1
252,177,0,0,9,1,,54,24,2,15,2,1
255,177,0,0,6,1,,55,22,1,18,2,0
12,166,243,11,6,1,,58,40,2,0,0,0
14,169,239,6,8,3,,46,0,1,12,40,1
252,176,2,1,7,1,,57,5,1,34,0,1
5,169,242,8,8,1,,56,10,1,28,1,2
228,7,18,169,9,2,,56,39,0,0,2,1
95,172,148,4,12,2,,58,27,2,0,13,0
243,173,0,0,13,5,,58,0,2,0,40,0
1,172,244,2,10,4,,55,15,2,3,25,0
2,162,237,8,16,8,,55,28,0,2,3,10
226,8,18,167,11,3,,56,39,0,1,2,0
242,171,0,0,14,7,,56,40,0,0,2,0
237,70,7,90,12,18,,58,0,0,39,0,1
230,151,0,0,26,27,,5,31,51,9,2,0
225,149,0,0,30,29,,5,37,52,3,1,0
227,92,0,60,28,26,,53,0,4,40,1,0
228,153,0,0,27,25,,8,24,49,16,1,0
245,172,0,0,10,6,,55,14,2,26,1,0
243,173,0,0,12,5,,55,36,0,0,3,4
245,2,0,171,10,5,,54,16,0,16,4,8
244,170,0,0,11,8,,54,32,0,0,4,8
245,172,0,2,10,4,,55,37,0,0,3,3
238,0,10,173,7,5,,2,22,53,15,3,3
247,0,1,175,7,3,,57,39,0,1,1,0
246,1,1,173,8,4,,56,0,1,2,40,1
221,5,32,170,3,3,,58,40,2,0,0,0
241,170,0,0,14,8,,58,10,0,29,0,1
179,0,1,123,81,55,,56,1,0,39,2,0
238,0,9,171,8,7,,1,31,55,9,2,0
221,0,27,174,7,4,,56,40,0,0,2,0
238,173,12,2,11,3,,58,0,0,39,0,1
253,172,1,3,7,3,,56,39,0,0,2,1
253,169,0,2,8,7,,56,3,2,2,37,0
15,125,234,49,12,4,,1,40,0,57,0,2
249,169,0,3,12,6,,58,40,2,0,0,0
251,138,0,35,10,5,,2,40,0,56,0,2
1,104,252,71,8,3,,57,39,0,0,1,1
40,172,213,3,8,3,,11,39,46,0,1,1
39,173,211,2,6,3,,57,38,0,1,1,1
5,156,251,19,5,3,,2,39,55,0,1,1
255,88,1,86,5,4,,57,37,0,0,1,3
12,153,236,21,13,4,,4,37,52,0,2,3
249,173,0,0,12,5,,54,1,3,38,1,1
37,171,215,3,9,4,,4,27,53,12,1,1
19,158,232,16,10,4,,56,40,0,0,2,0
89,173,162,0,10,5,,3,40,54,0,1,0
29,159,224,12,8,7,,50,2,7,38,1,0
7,140,242,33,12,5,,2,40,55,0,1,0
247,170,1,0,13,8,,54,0,3,40,1,0
7,154,243,19,11,5,,55,3,3,33,0,4
6,128,248,46,7,4,,55,3,3,31,0,6
7,108,246,65,8,5,,52,3,3,32,3,5
6,117,246,57,9,4,,56,39,1,0,1,1
6,123,247,48,8,7,,5,40,52,0,1,0
7,95,241,76,13,7,,27,23,30,17,1,0
6,124,245,50,10,4,,32,23,25,17,1,0
3,104,252,68,6,6,,54,0,2,39,2,1
8,92,238,80,15,6,,57,0,0,38,1,2
4,115,247,59,10,4,,58,3,0,33,0,4
8,116,244,59,9,3,,58,4,0,35,0,1
78,173,168,0,9,5,,58,4,0,35,0,1
234,171,1,0,20,7,,57,30,1,9,0,1
3,169,241,4,11,5,,58,0,2,0,40,0
11,168,233,3,11,7,,58,0,0,39,0,1
6,171,239,2,10,5,,58,0,0,39,0,1
233,172,11,1,11,5,,58,0,0,39,0,1
3,169,236,3,16,6,,0,39,58,0,0,1
241,173,0,0,14,5,,53,0,5,39,0,1
2,168,242,6,11,4,,55,0,3,39,0,1
242,174,0,1,13,3,,0,39,58,0,0,1
3,122,242,53,10,3,,51,0,7,39,0,1
240,171,1,0,14,6,,58,0,0,39,0,1
3,160,237,9,15,9,,58,0,0,39,0,1
243,144,2,29,10,5,,58,0,0,39,0,1
4,162,239,11,12,5,,57,1,1,38,0,1
241,97,0,74,14,7,,,,,,,
5,160,236,9,14,9,,,,,,,
242,171,0,0,13,7,,,,,,,
4,161,236,11,15,6,,,,,,,
244,2,5,166,6,10,,,,,,,
6,162,234,9,15,7,,,,,,,
140,172,102,1,13,5,,,,,,,
5,134,234,32,16,12,,,,,,,
228,174,12,1,15,3,,,,,,,
6,143,240,27,9,8,,,,,,,
235,24,8,149,12,5,,,,,,,
230,0,6,171,19,7,,,,,,,
226,0,11,168,18,10,,,,,,,
235,170,0,1,18,7,,,,,,,
205,169,34,0,16,9,,,,,,,
214,18,27,151,14,9,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
226,163,0,0,29,15,,,,,,,
225,160,0,0,30,18,,,,,,,
223,158,0,0,32,20,,,,,,,
217,155,0,0,37,23,,,,,,,
236,167,0,0,19,11,,,,,,,
242,167,0,1,13,10,,,,,,,
242,166,0,0,13,12,,,,,,,
243,168,0,0,12,10,,,,,,,
243,168,0,0,12,10,,,,,,,
3,93,233,75,19,10,,,,,,,
3,70,220,96,32,12,,,,,,,
4,22,222,139,29,17,,,,,,,
4,21,222,144,29,13,,,,,,,
237,1,3,171,15,6,,,,,,,
3,169,234,4,18,5,,,,,,,
238,1,10,174,7,3,,,,,,,
4,165,243,8,8,5,,,,,,,
2,29,246,147,7,2,,,,,,,
239,165,0,0,16,13,,,,,,,
4,32,238,143,13,3,,,,,,,
254,91,0,85,7,2,,,,,,,
198,177,55,0,8,1,,,,,,,
114,168,139,9,8,1,,,,,,,
247,176,6,0,8,2,,,,,,,
65,175,185,2,10,1,,,,,,,
10,124,242,52,9,2,,,,,,,
33,169,223,7,5,2,,,,,,,
172,177,84,0,5,1,,,,,,,
4,109,250,68,7,1,,,,,,,
3,107,253,69,5,2,,,,,,,
5,77,249,99,7,2,,,,,,,
17,97,239,78,5,3,,,,,,,
8,102,245,73,8,3,,,,,,,
4,108,252,68,5,2,,,,,,,
61,173,190,3,4,2,,,,,,,
250,139,0,37,5,2,,,,,,,
245,0,6,175,4,3,,,,,,,
221,1,27,175,7,2,,,,,,,
131,7,114,164,16,7,,,,,,,
218,6,26,164,17,8,,,,,,,
12,159,231,13,18,6,,,,,,,
17,169,223,3,21,6,,,,,,,
214,10,31,162,16,6,,,,,,,
244,172,0,0,17,6,,,,,,,
13,157,228,16,14,5,,,,,,,
221,168,20,2,13,8,,,,,,,
245,0,3,171,7,7,,,,,,,
241,0,8,174,6,4,,,,,,,
237,1,12,172,6,5,,,,,,,
239,4,11,169,5,5,,,,,,,
232,0,16,173,7,5,,,,,,,
217,0,30,175,8,3,,,,,,,
31,171,224,1,6,6,,,,,,,
14,155,239,20,8,3,,,,,,,
8,162,247,14,6,2,,,,,,,
6,117,246,59,9,2,,,,,,,
10,112,246,63,5,3,,,,,,,
9,113,244,57,8,8,,,,,,,
6,125,248,48,7,5,,,,,,,
10,104,246,71,5,3,,,,,,,
237,17,14,159,4,2,,,,,,,
7,165,245,11,3,2,,,,,,,
211,8,44,168,1,2,,,,,,,
237,162,0,1,17,15,,,,,,,
239,90,0,75,15,13,,,,,,,
236,0,12,175,6,3,,,,,,,
248,175,0,0,6,3,,,,,,,
249,168,0,3,5,7,,,,,,,
255,172,0,4,5,2,,,,,,,
249,162,0,15,5,1,,,,,,,
244,2,6,175,4,1,,,,,,,
237,149,13,28,4,1,,,,,,,
217,20,30,154,7,3,,,,,,,
3,33,229,135,22,10,,,,,,,
244,0,8,177,2,1,,,,,,,
6,29,228,140,20,9,,,,,,,
238,1,7,176,9,1,,,,,,,
7,168,242,9,5,1,,,,,,,
237,1,10,176,7,1,,,,,,,
4,166,243,11,7,1,,,,,,,
243,174,0,3,11,1,,,,,,,
5,36,231,138,18,4,,,,,,,
4,27,238,147,12,3,,,,,,,
247,19,4,157,9,2,,,,,,,
232,172,23,4,5,2,,,,,,,
249,177,3,0,8,1,,,,,,,
3,132,248,44,9,2,,,,,,,
22,163,235,13,3,2,,,,,,,
8,114,245,62,7,2,,,,,,,
3,108,252,68,5,2,,,,,,,
3,112,254,65,3,1,,,,,,,
9,94,245,83,6,1,,,,,,,
11,86,246,87,3,5,,,,,,,
2,138,253,39,5,1,,,,,,,
246,0,5,174,3,4,,,,,,,
239,27,10,150,5,1,,,,,,,
240,0,3,176,11,2,,,,,,,
217,0,16,171,21,7,,,,,,,
223,0,24,176,7,2,,,,,,,
247,176,0,0,7,2,,,,,,,
237,173,7,1,8,4,,,,,,,
252,9,3,165,5,4,,,,,,,
6,150,246,25,8,3,,,,,,,
13,159,242,17,5,2,,,,,,,
158,139,98,37,4,2,,,,,,,
10,164,244,12,6,2,,,,,,,
253,176,2,0,5,2,,,,,,,
13,151,243,25,4,2,,,,,,,
238,0,5,175,11,3,,,,,,,
20,172,231,2,3,4,,,,,,,
242,76,9,97,3,5,,,,,,,
244,0,5,169,5,9,,,,,,,
241,0,8,171,5,7,,,,,,,
3,59,249,109,8,10,,,,,,,
248,167,1,2,5,9,,,,,,,
199,9,23,149,32,20,,,,,,,
0,22,235,145,19,11,,,,,,,
2,21,232,145,20,12,,,,,,,
246,175,0,0,8,3,,,,,,,
244,174,0,0,10,4,,,,,,,
247,175,0,0,7,3,,,,,,,
244,175,0,0,10,3,,,,,,,
1,22,219,142,34,14,,,,,,,
236,1,5,172,13,5,,,,,,,
238,0,9,176,7,2,,,,,,,
243,172,0,3,11,3,,,,,,,
240,176,0,0,14,2,,,,,,,
240,173,0,0,14,5,,,,,,,
236,25,20,152,4,1,,,,,,,
247,115,7,62,6,1,,,,,,,
256,176,0,0,4,2,,,,,,,
256,173,0,4,4,1,,,,,,,
254,177,1,0,5,1,,,,,,,
249,173,0,0,5,5,,,,,,,
249,173,0,0,6,5,,,,,,,
235,165,0,0,20,13,,,,,,,
245,161,0,0,10,17,,,,,,,
225,2,28,172,2,4,,,,,,,
216,0,39,174,1,4,,,,,,,
253,163,0,9,2,3,,,,,,,
7,139,245,34,9,5,,,,,,,
15,157,235,15,11,6,,,,,,,
20,164,236,11,5,3,,,,,,,
1,148,255,27,5,3,,,,,,,
9,80,247,95,5,3,,,,,,,
6,109,249,65,6,4,,,,,,,
8,86,247,89,6,3,,,,,,,
4,89,252,85,5,4,,,,,,,
3,111,254,64,4,3,,,,,,,
7,95,247,79,7,3,,,,,,,
8,112,248,63,5,3,,,,,,,
10,109,247,65,4,4,,,,,,,
11,88,247,85,3,5,,,,,,,
6,98,250,75,5,5,,,,,,,
9,65,248,108,4,5,,,,,,,
225,0,26,169,4,9,,,,,,,
215,4,38,170,2,3,,,,,,,
248,170,0,0,7,8,,,,,,,
238,0,4,170,13,8,,,,,,,
230,2,18,170,7,6,,,,,,,
232,4,20,166,3,8,,,,,,,
14,60,237,111,4,7,,,,,,,
206,33,47,138,2,7,,,,,,,
253,171,0,0,7,7,,,,,,,
253,170,1,0,7,8,,,,,,,
20,147,234,25,7,6,,,,,,,
3,118,249,54,9,6,,,,,,,
10,79,246,92,5,7,,,,,,,
4,85,248,87,9,6,,,,,,,
7,95,245,73,9,10,,,,,,,
5,120,250,51,6,7,,,,,,,
7,74,243,98,11,6,,,,,,,
5,106,250,66,6,6,,,,,,,
6,127,245,45,10,6,,,,,,,
3,125,253,46,5,7,,,,,,,
4,115,252,56,5,7,,,,,,,
23,7,224,164,8,7,,,,,,,
241,79,7,90,7,9,,,,,,,
208,25,24,135,23,18,,,,,,,
231,159,0,0,24,19,,,,,,,
232,158,0,0,23,20,,,,,,,
246,176,0,0,9,2,,,,,,,
250,80,1,95,4,3,,,,,,,
252,141,0,35,3,2,,,,,,,
252,176,0,0,3,2,,,,,,,
248,170,1,0,6,8,,,,,,,
252,169,0,2,3,7,,,,,,,
249,174,0,0,6,4,,,,,,,
248,169,0,5,7,4,,,,,,,
249,172,0,0,6,6,,,,,,,
222,2,24,165,4,2,,,,,,,
243,0,6,176,6,2,,,,,,,
250,126,0,51,5,1,,,,,,,
248,170,0,0,7,8,,,,,,,
