Republican Yea,Democrat Yea,Republican Nay,Democrat Nay,Republican Not Voting,Democrat Not Voting,,Senate Democrat Yea,Senate Republican Yea,Senate Democrat Nay,Senate Republican Nay,Senate Democrat Not Voting,Senate Republican Not Voting
39,145,196,42,4,6,,,,,,,
123,8,113,181,2,4,,,,,,,
68,69,169,122,2,2,,,,,,,
158,79,78,111,3,3,,,,,,,
212,3,25,188,2,2,,,,,,,
2,172,228,9,9,12,,,,,,,
9,165,226,24,4,4,,,,,,,
176,44,61,145,2,4,,,,,,,
224,11,13,178,2,4,,,,,,,
51,142,185,47,3,4,,,,,,,
238,0,0,186,1,7,,,,,,,
114,0,124,190,1,3,,,,,,,
11,157,226,32,2,4,,,,,,,
157,4,80,183,2,6,,,,,,,
82,48,155,140,2,5,,,,,,,
195,3,40,187,4,3,,,,,,,
110,0,128,189,1,4,,,,,,,
181,0,55,185,2,8,,,,,,,
237,0,0,185,2,8,,,,,,,
236,0,0,186,3,7,,,,,,,
216,186,20,0,3,7,,,,,,,
235,183,0,1,3,9,,,,,,,
239,0,0,187,0,6,,,,,,,
1,182,238,6,0,5,,,,,,,
218,0,22,188,0,5,,,,,,,
236,184,0,0,3,9,,,,,,,
234,182,0,0,5,11,,,,,,,
231,183,3,0,5,10,,,,,,,
181,117,49,64,7,12,,,,,,,
0,173,235,11,4,9,,,,,,,
236,185,0,2,3,6,,,,,,,
238,188,0,0,1,5,,,,,,,
220,187,16,1,3,5,,,,,,,
238,4,0,184,1,5,,,,,,,
239,10,0,178,0,5,,,,,,,
194,110,41,74,3,9,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
174,95,66,95,0,3,,,,,,,
201,181,23,0,15,12,,,,,,,
217,162,0,0,22,30,,,,,,,
224,2,0,176,15,14,,,,,,,
220,17,0,163,19,12,,,,,,,
220,177,0,0,19,15,,,,,,,
126,177,92,0,21,15,,,,,,,
0,145,221,36,18,11,,,,,,,
217,167,3,11,19,14,,,,,,,
204,154,9,0,26,38,,,,,,,
222,162,0,0,17,30,,,,,,,
223,161,0,0,16,31,,,,,,,
15,180,218,2,6,10,,,,,,,
43,0,189,185,7,7,,,,,,,
1,188,231,0,7,4,,,,,,,
219,146,13,41,7,5,,,,,,,
228,4,5,181,4,7,,,,,,,
230,4,0,177,9,11,,,,,,,
233,6,0,176,8,10,,,,,,,
208,183,21,0,12,9,,,,,,,
2,187,235,0,4,5,,,,,,,
230,8,7,179,4,5,,,,,,,
232,183,0,0,9,9,,,,,,,
214,184,18,0,9,8,,,,,,,
228,184,3,0,10,8,,,,,,,
237,0,0,188,4,4,,,,,,,
237,1,0,185,4,6,,,,,,,
238,186,0,0,3,6,,,,,,,
229,178,2,0,8,14,,,,,,,
189,6,48,182,4,4,,,,,,,
211,184,25,0,5,8,,,,,,,
238,2,0,180,3,10,,,,,,,
237,1,0,182,4,9,,,,,,,
236,1,0,184,5,7,,,,,,,
236,9,0,175,5,8,,,,,,,
234,1,0,177,7,14,,,,,,,
237,1,0,176,4,15,,,,,,,
213,6,24,179,4,7,,,,,,,
7,166,227,9,7,17,,,,,,,
12,172,222,7,7,13,,,,,,,
160,177,73,3,8,12,,,,,,,
21,174,214,7,6,11,,,,,,,
233,36,1,144,7,12,,,,,,,
234,35,2,148,5,9,,,,,,,
0,165,236,18,5,9,,,,,,,
14,172,222,10,5,10,,,,,,,
165,181,71,3,5,8,,,,,,,
221,13,15,173,5,6,,,,,,,
223,4,11,181,7,7,,,,,,,
7,174,228,9,6,9,,,,,,,
0,180,232,1,9,11,,,,,,,
230,19,4,165,7,8,,,,,,,
226,174,0,0,15,18,,,,,,,
226,168,0,0,15,24,,,,,,,
224,173,0,0,17,19,,,,,,,
182,170,53,13,6,9,,,,,,,
238,19,0,165,3,8,,,,,,,
6,160,234,12,1,20,,,,,,,
3,159,234,17,4,16,,,,,,,
0,158,235,19,6,15,,,,,,,
2,173,238,10,1,9,,,,,,,
2,165,235,19,4,8,,,,,,,
2,167,237,17,2,8,,,,,,,
0,166,237,16,4,10,,,,,,,
2,160,238,24,1,8,,,,,,,
2,173,237,11,2,8,,,,,,,
3,173,237,11,1,8,,,,,,,
4,170,236,13,1,9,,,,,,,
1,166,239,17,1,9,,,,,,,
2,168,238,14,1,10,,,,,,,
2,170,234,14,4,8,,,,,,,
0,162,237,20,4,10,,,,,,,
1,164,238,20,2,8,,,,,,,
1,175,238,9,2,8,,,,,,,
237,25,2,159,2,8,,,,,,,
230,1,0,173,11,18,,,,,,,
2,165,228,15,11,12,,,,,,,
1,155,222,20,18,17,,,,,,,
0,151,228,27,13,14,,,,,,,
1,152,230,24,10,16,,,,,,,
0,147,226,25,14,20,,,,,,,
232,49,1,127,8,16,,,,,,,
2,162,234,20,5,10,,,,,,,
2,166,234,16,5,10,,,,,,,
2,164,234,18,5,10,,,,,,,
0,157,235,25,6,10,,,,,,,
2,167,234,15,5,10,,,,,,,
0,154,236,25,5,13,,,,,,,
4,165,232,17,5,10,,,,,,,
1,155,235,27,5,10,,,,,,,
4,188,235,1,2,3,,,,,,,
231,31,9,158,1,3,,,,,,,
234,66,6,123,1,3,,,,,,,
219,59,21,130,1,3,,,,,,,
118,189,122,0,1,3,,,,,,,
235,183,5,1,1,8,,,,,,,
237,11,0,173,4,8,,,,,,,
3,171,236,14,2,7,,,,,,,
0,173,237,12,4,7,,,,,,,
236,15,2,170,3,7,,,,,,,
1,169,233,13,7,10,,,,,,,
234,41,0,142,7,9,,,,,,,
230,7,0,166,11,19,,,,,,,
232,12,0,163,9,17,,,,,,,
4,167,226,10,11,15,,,,,,,
4,169,222,9,15,14,,,,,,,
12,173,218,5,11,14,,,,,,,
2,162,227,14,12,16,,,,,,,
9,165,221,14,11,13,,,,,,,
0,172,233,5,8,15,,,,,,,
230,37,3,141,8,14,,,,,,,
224,168,1,0,16,24,,,,,,,
224,171,0,0,17,21,,,,,,,
237,8,0,178,4,6,,,,,,,
237,185,0,0,4,7,,,,,,,
5,184,231,2,5,6,,,,,,,
3,170,229,9,9,13,,,,,,,
1,181,234,6,6,5,,,,,,,
0,187,237,0,4,5,,,,,,,
228,7,8,178,5,7,,,,,,,
237,6,0,178,4,8,,,,,,,
237,16,0,172,4,4,,,,,,,
230,186,3,0,8,6,,,,,,,
235,27,0,157,6,8,,,,,,,
0,183,233,2,8,7,,,,,,,
235,170,0,16,6,6,,,,,,,
233,163,1,8,7,19,,,,,,,
234,172,0,0,7,20,,,,,,,
240,185,0,0,1,7,,,,,,,
236,184,1,1,4,7,,,,,,,
238,183,0,1,3,8,,,,,,,
238,3,0,184,3,5,,,,,,,
79,186,159,1,3,5,,,,,,,
3,186,234,0,4,6,,,,,,,
0,187,237,0,4,5,,,,,,,
238,169,0,17,3,6,,,,,,,
8,182,228,6,5,4,,,,,,,
2,188,236,0,3,4,,,,,,,
238,175,0,11,3,6,,,,,,,
233,1,0,177,8,14,,,,,,,
234,11,0,166,7,15,,,,,,,
224,163,0,2,16,27,,,,,,,
1,173,226,1,14,18,,,,,,,
21,161,206,12,14,19,,,,,,,
206,158,22,15,13,19,,,,,,,
15,159,210,15,16,18,,,,,,,
16,145,209,28,16,19,,,,,,,
222,163,0,0,19,29,,,,,,,
225,166,0,0,16,26,,,,,,,
225,165,0,0,16,27,,,,,,,
205,117,30,70,6,5,,,,,,,
1,188,235,0,5,4,,,,,,,
236,35,0,153,5,4,,,,,,,
14,126,220,63,7,3,,,,,,,
4,143,231,43,6,6,,,,,,,
1,147,234,43,6,2,,,,,,,
1,138,233,51,7,3,,,,,,,
0,144,235,46,6,2,,,,,,,
1,149,235,41,5,2,,,,,,,
0,123,234,65,7,4,,,,,,,
1,145,234,43,6,4,,,,,,,
0,161,234,29,7,2,,,,,,,
229,43,7,147,5,2,,,,,,,
232,190,0,0,9,2,,,,,,,
230,13,0,173,11,6,,,,,,,
231,17,0,169,10,6,,,,,,,
232,30,0,156,9,6,,,,,,,
133,165,101,20,7,7,,,,,,,
236,25,4,161,2,6,,,,,,,
234,5,0,167,7,20,,,,,,,
210,179,13,2,18,11,,,,,,,
224,183,1,0,16,9,,,,,,,
225,179,0,0,16,13,,,,,,,
0,176,233,8,8,8,,,,,,,
6,181,226,2,9,9,,,,,,,
3,178,230,9,8,5,,,,,,,
14,186,220,1,7,5,,,,,,,
7,181,229,7,5,4,,,,,,,
1,184,235,4,5,4,,,,,,,
229,6,8,180,4,6,,,,,,,
235,4,0,184,6,4,,,,,,,
232,7,0,178,9,7,,,,,,,
1,189,236,0,4,3,,,,,,,
235,0,1,189,5,3,,,,,,,
1,172,233,11,7,9,,,,,,,
0,171,235,13,6,8,,,,,,,
2,177,233,10,6,5,,,,,,,
5,167,231,19,5,6,,,,,,,
0,170,234,16,7,6,,,,,,,
2,186,233,0,6,6,,,,,,,
235,28,0,159,6,5,,,,,,,
233,186,0,0,8,6,,,,,,,
4,183,228,4,9,5,,,,,,,
0,162,230,20,11,10,,,,,,,
0,171,230,12,11,9,,,,,,,
1,173,233,14,7,5,,,,,,,
1,174,233,14,7,4,,,,,,,
2,184,230,3,9,5,,,,,,,
234,19,0,167,7,6,,,,,,,
235,1,0,184,6,7,,,,,,,
230,5,0,180,11,7,,,,,,,
227,76,7,109,7,7,,,,,,,
236,185,2,0,3,7,,,,,,,
235,171,2,15,3,6,,,,,,,
226,183,12,1,3,8,,,,,,,
3,184,233,3,5,5,,,,,,,
4,179,231,7,6,6,,,,,,,
0,177,236,10,5,5,,,,,,,
0,177,235,7,6,8,,,,,,,
1,182,235,5,5,5,,,,,,,
2,181,235,0,4,11,,,,,,,
237,4,0,184,4,4,,,,,,,
235,6,0,173,6,13,,,,,,,
232,17,0,161,9,14,,,,,,,
220,97,16,82,5,13,,,,,,,
193,119,38,56,9,17,,,,,,,
0,150,228,27,13,15,,,,,,,
1,158,228,22,12,12,,,,,,,
1,164,232,17,8,11,,,,,,,
2,156,232,25,7,11,,,,,,,
7,163,228,19,6,10,,,,,,,
0,166,235,17,6,9,,,,,,,
235,33,0,150,6,9,,,,,,,
201,150,0,0,40,42,,,,,,,
200,153,1,0,40,39,,,,,,,
158,119,41,33,41,39,,,,,,,
0,0,202,153,39,39,,,,,,,
225,2,0,174,16,16,,,,,,,
233,3,0,182,8,7,,,,,,,
233,3,0,180,8,9,,,,,,,
232,183,0,0,9,9,,,,,,,
232,185,1,0,8,7,,,,,,,
0,183,238,6,3,3,,,,,,,
224,10,14,179,3,3,,,,,,,
234,186,0,0,7,6,,,,,,,
230,5,0,173,11,14,,,,,,,
232,13,2,167,7,12,,,,,,,
233,177,2,9,6,6,,,,,,,
234,184,0,2,7,6,,,,,,,
231,185,0,0,10,7,,,,,,,
232,186,1,0,8,6,,,,,,,
0,183,233,1,8,8,,,,,,,
190,93,43,93,8,6,,,,,,,
182,148,48,35,10,8,,,,,,,
229,183,1,0,10,9,,,,,,,
233,183,0,0,8,9,,,,,,,
226,181,4,0,11,11,,,,,,,
234,5,0,179,7,8,,,,,,,
233,19,0,164,8,9,,,,,,,
230,166,4,19,7,7,,,,,,,
231,182,0,0,10,10,,,,,,,
147,149,86,35,8,8,,,,,,,
234,21,0,165,7,6,,,,,,,
169,182,66,1,6,9,,,,,,,
233,0,1,186,6,6,,,,,,,
231,0,1,186,8,6,,,,,,,
229,0,7,186,5,6,,,,,,,
231,0,3,185,7,7,,,,,,,
2,181,234,4,5,7,,,,,,,
226,0,8,177,7,15,,,,,,,
