Democrat Yea,Republican Yea,Democrat Nay,Republican Nay,Democrat Not Voting,Republican Not Voting,,Senate Democrat Yea,Senate Republican Yea,Senate Democrat Nay,Senate Republican Nay,Senate Democrat Not Voting,Senate Republican Not Voting
255,105,2,56,8,2,,50,11,5,32,1,0
226,53,3,98,36,12,,50,13,5,30,1,0
246,138,3,20,16,5,,5,0,51,41,1,2
106,118,146,40,13,5,,55,42,0,0,2,1
242,158,0,0,23,5,,55,42,0,0,2,1
237,156,3,1,25,6,,55,42,0,0,2,1
240,155,2,0,23,8,,55,42,0,0,2,1
6,85,226,67,33,11,,2,36,52,6,3,1
214,124,20,28,31,11,,54,33,0,9,3,1
225,152,10,1,30,10,,36,34,20,8,1,1
250,153,0,0,14,10,,50,0,4,40,3,3
247,152,0,0,17,11,,42,2,9,34,6,7
248,149,0,3,17,11,,54,18,1,23,2,2
242,148,0,8,23,7,,21,28,33,13,3,2
220,39,36,121,9,3,,31,4,23,37,3,2
1,78,247,82,17,3,,0,42,56,0,1,1
9,104,245,56,11,3,,56,12,0,30,1,1
0,88,259,74,6,1,,54,0,2,42,1,1
242,18,17,144,6,1,,55,5,1,37,1,1
242,155,5,0,18,8,,49,8,7,34,1,1
235,50,4,102,25,11,,56,4,0,38,1,1
3,156,246,0,16,7,,39,0,16,42,2,1
247,138,0,18,18,7,,49,8,7,34,1,1
216,142,30,6,19,15,,55,0,1,42,1,1
235,59,4,99,25,5,,56,23,0,19,1,1
251,155,0,0,13,8,,49,5,7,37,1,1
251,151,5,11,8,1,,54,3,2,39,1,1
NA,NA,NA,NA,NA,NA,,55,2,0,40,2,1
85,107,177,55,2,1,,55,1,0,41,2,1
46,115,216,47,2,1,,53,0,3,42,1,1
178,59,83,102,3,2,,53,0,3,42,1,1
244,137,10,15,10,11,,54,0,2,42,1,1
1,131,253,28,10,4,,51,5,5,37,1,1
NA,NA,NA,NA,NA,NA,,31,5,23,36,2,1
16,92,228,63,20,8,,51,41,4,2,2,0
24,99,222,59,18,5,,52,12,2,30,3,1
241,90,5,66,18,7,,38,33,15,9,4,1
216,6,30,154,18,3,,31,29,25,14,1,0
43,152,200,5,21,6,,39,5,17,38,1,0
252,159,0,0,12,4,,14,15,42,27,1,1
27,118,221,42,16,3,,30,42,26,0,1,1
133,55,117,106,14,2,,32,30,24,12,1,1
45,110,196,50,23,3,,52,37,3,6,2,0
176,82,5,51,83,30,,23,18,32,25,2,0
114,2,117,149,33,12,,33,20,21,23,3,0
145,88,92,65,27,10,,39,24,16,19,2,0
5,122,248,36,11,5,,44,37,11,6,2,0
221,37,39,123,4,3,,42,30,13,13,2,0
156,9,104,150,4,4,,52,39,3,4,2,0
252,103,2,55,10,5,,20,35,34,7,3,1
133,8,124,150,7,5,,2,38,52,4,3,1
234,48,5,100,23,15,,11,32,45,9,1,2
11,149,249,14,4,1,,3,26,53,16,1,1
79,28,181,135,4,1,,25,5,31,37,1,1
33,124,227,39,4,1,,20,5,36,37,1,1
60,136,202,27,2,1,,16,42,40,0,1,1
183,35,79,128,2,1,,31,34,25,8,1,1
241,25,22,138,1,1,,55,16,1,27,1,0
255,0,0,163,9,1,,24,36,32,7,1,0
230,8,25,154,9,2,,51,37,5,6,1,0
242,142,15,18,7,4,,9,35,46,8,2,0
129,143,130,17,5,4,,38,3,18,40,1,0
169,21,91,139,4,4,,48,19,8,24,1,0
173,155,79,4,12,5,,49,0,2,37,6,6
105,58,150,100,9,6,,15,40,38,1,4,2
16,76,236,82,12,6,,2,41,54,1,1,1
251,139,4,19,9,6,,17,37,38,5,2,1
246,142,0,4,18,18,,49,7,7,36,1,0
247,142,3,15,14,7,,29,33,27,10,1,0
200,122,0,8,64,34,,56,40,0,3,1,0
200,125,0,5,64,34,,50,21,6,21,1,1
200,115,0,15,64,34,,56,42,0,0,1,1
257,0,1,163,6,1,,45,26,10,16,2,1
239,6,16,158,9,0,,37,41,16,0,4,2
144,6,118,158,2,0,,53,19,0,22,4,2
16,145,245,19,3,0,,8,27,48,16,1,0
235,45,7,109,22,9,,2,12,54,31,1,0
240,22,23,142,1,0,,45,9,11,34,1,0
249,22,15,142,1,0,,14,38,42,5,1,0
23,127,236,37,5,0,,32,3,24,40,1,0
55,142,204,21,5,1,,28,25,27,18,1,0
NA,NA,NA,NA,NA,NA,,55,2,0,41,2,0
33,138,227,25,4,1,,56,43,0,0,1,0
2,128,255,36,7,0,,45,36,11,7,1,0
247,58,6,104,11,2,,56,43,0,0,1,0
252,149,0,14,12,1,,55,36,1,7,1,0
NA,NA,NA,NA,NA,NA,,55,2,0,40,2,1
108,12,143,152,13,0,,56,3,0,40,1,0
107,132,144,27,13,5,,51,4,2,33,4,6
65,150,176,5,23,9,,49,6,7,37,1,0
219,141,23,16,22,7,,54,33,1,9,2,1
139,14,91,138,34,12,,52,35,4,8,1,0
196,76,30,74,38,14,,55,43,1,0,1,0
41,128,211,21,12,15,,44,12,12,29,1,2
252,151,0,0,12,13,,56,43,0,0,1,0
192,40,67,120,5,4,,5,38,51,5,1,0
185,35,74,125,5,4,,13,18,41,24,3,1
79,96,180,63,5,5,,48,4,6,38,3,1
35,115,213,37,16,12,,48,15,6,27,3,1
16,106,238,54,10,4,,6,33,47,10,4,0
13,137,242,23,9,4,,47,27,4,14,6,2
246,89,10,70,8,5,,14,41,42,0,1,2
126,114,105,35,33,15,,21,4,35,37,1,2
234,45,7,95,23,23,,51,6,5,35,1,2
250,0,5,156,10,8,,52,34,4,7,1,2
251,0,5,157,9,7,,56,40,0,1,1,2
252,156,0,1,13,7,,39,37,16,6,2,0
251,157,0,0,14,7,,55,37,1,6,1,0
250,159,0,0,15,5,,27,11,28,32,2,0
235,159,15,0,15,5,,35,9,21,34,1,0
186,152,52,0,27,12,,56,17,0,26,1,0
238,108,4,44,23,12,,52,4,4,39,1,0
242,46,6,104,17,13,,52,34,4,9,1,0
5,144,250,15,10,5,,53,43,3,0,1,0
82,134,174,26,9,4,,16,14,40,29,1,0
214,100,44,60,7,4,,35,4,21,39,1,0
209,78,51,83,5,3,,41,2,15,41,1,0
250,157,7,1,8,6,,56,43,0,0,1,0
248,159,4,0,11,5,,20,40,35,3,2,0
257,161,1,0,6,3,,25,39,30,4,2,0
33,10,226,150,6,3,,41,5,14,38,1,0
214,72,39,88,12,3,,35,7,21,36,1,0
126,2,129,156,10,6,,12,18,43,24,2,1
214,158,39,1,12,5,,12,39,44,3,1,1
227,157,27,1,11,6,,49,9,7,33,1,1
200,69,56,87,9,7,,55,42,1,1,1,0
72,110,181,45,12,8,,24,31,32,11,1,1
238,24,8,126,19,14,,12,37,43,5,2,1
196,102,50,52,19,10,,10,24,44,16,3,3
16,0,239,157,10,7,,25,3,30,39,2,1
127,151,127,5,11,8,,52,27,5,16,0,0
252,155,0,0,13,9,,57,42,0,1,0,0
195,77,58,79,12,8,,14,31,43,12,0,0
221,76,21,74,23,14,,51,41,6,2,0,0
235,122,3,21,27,21,,3,30,54,13,0,0
196,2,27,141,41,21,,32,2,25,41,0,0
NA,NA,NA,NA,NA,NA,,53,25,4,18,0,0
9,95,249,66,7,3,,6,28,51,14,0,1
9,83,240,80,16,1,,14,33,39,7,4,3
12,54,249,109,4,1,,53,33,0,6,4,4
72,124,188,37,5,3,,55,29,1,13,1,1
183,47,78,113,4,4,,56,39,0,3,1,1
42,127,216,30,7,7,,25,35,31,7,1,1
251,91,10,66,4,7,,3,24,52,15,2,4
39,113,223,45,3,6,,33,35,23,5,1,3
244,53,18,105,3,6,,8,0,48,40,1,3
1,54,260,103,4,7,,55,0,1,40,1,3
256,94,8,66,1,4,,56,37,0,3,1,3
246,119,7,41,12,4,,56,1,0,42,1,0
239,51,3,100,23,13,,0,39,56,4,1,0
170,51,92,111,3,3,,38,2,18,41,1,0
23,93,238,69,4,3,,1,36,55,7,1,0
229,82,31,80,5,3,,56,13,0,30,1,0
12,159,242,2,11,4,,15,36,41,7,1,0
252,42,2,119,11,4,,12,38,44,5,1,0
163,23,1,74,101,68,,51,16,6,27,0,0
254,6,1,155,10,4,,6,4,51,39,0,0
250,13,4,148,11,4,,20,38,36,5,1,0
1,27,259,137,5,1,,56,43,0,0,1,0
233,17,26,147,6,1,,57,8,0,34,0,1
229,16,33,148,4,1,,57,8,0,35,0,0
250,159,4,2,11,4,,3,37,51,6,3,0
46,130,207,31,12,4,,50,15,4,28,3,0
68,135,185,26,12,4,,1,31,53,12,3,0
224,47,5,99,36,19,,54,43,0,0,3,0
189,63,67,97,9,5,,54,43,0,0,3,0
NA,NA,NA,NA,NA,NA,,50,11,7,31,0,1
46,37,211,126,8,2,,11,41,46,2,0,0
2,58,259,104,4,3,,57,8,0,35,0,0
NA,NA,NA,NA,NA,NA,,56,43,0,0,1,0
5,59,255,104,5,2,,52,36,3,7,2,0
257,119,5,42,3,4,,55,40,0,3,2,0
236,89,4,63,25,13,,37,1,17,42,3,0
236,33,19,122,10,10,,56,29,0,14,1,0
236,45,22,114,7,6,,55,38,0,4,2,1
24,108,230,51,11,6,,55,31,0,12,2,0
232,40,25,118,8,7,,0,43,55,0,2,0
258,2,1,159,6,4,,55,39,0,3,2,1
260,149,0,14,5,2,,53,39,0,0,4,4
46,14,212,149,7,2,,54,42,0,0,3,1
107,1,0,72,158,92,,51,17,4,26,2,0
242,35,6,126,17,3,,41,20,15,23,1,0
0,128,260,33,5,4,,6,16,49,27,2,0
257,163,0,0,8,2,,17,5,37,38,3,0
255,162,3,0,7,3,,39,15,14,28,4,0
261,161,0,3,4,1,,55,38,0,5,2,0
256,159,1,4,8,2,,54,43,0,0,3,0
259,160,0,4,6,1,,54,39,0,4,3,0
248,130,4,33,12,2,,50,23,6,19,1,1
257,148,0,15,8,2,,18,32,35,9,3,2
247,159,0,2,18,4,,22,42,31,0,4,1
254,162,0,0,11,3,,35,38,18,4,4,1
250,141,8,23,7,1,,53,35,0,7,4,1
254,149,2,14,9,2,,52,21,3,21,2,1
246,142,0,22,19,1,,54,42,0,0,3,1
246,93,2,68,17,4,,42,4,12,39,3,0
240,95,13,67,12,3,,43,33,9,10,5,0
197,29,61,133,7,3,,51,40,1,3,5,0
198,39,58,121,9,5,,48,26,5,14,4,3
NA,NA,NA,NA,NA,NA,,23,32,29,10,5,1
255,117,1,44,9,4,,43,31,11,10,3,2
219,56,4,90,40,19,,51,40,1,1,5,2
NA,NA,NA,NA,NA,NA,,50,41,0,0,7,2
234,147,0,0,30,18,,45,10,9,33,3,0
235,147,0,0,29,18,,30,4,23,39,4,0
177,32,3,84,84,49,,53,41,0,2,4,0
212,0,4,136,48,29,,1,23,51,20,5,0
215,13,4,123,45,29,,16,43,33,0,8,0
84,135,139,4,41,26,,36,41,18,1,3,1
222,138,0,0,42,27,,25,39,28,4,4,0
NA,NA,NA,NA,NA,NA,,40,42,13,1,4,0
58,5,190,150,15,10,,40,33,13,10,4,0
52,31,198,124,14,10,,40,39,11,4,6,0
7,121,243,34,14,10,,33,14,22,29,2,0
233,48,18,106,13,11,,28,28,26,15,3,0
251,151,0,0,13,14,,8,32,46,11,3,0
237,48,5,102,22,15,,51,15,3,28,3,0
234,26,19,134,11,5,,46,29,5,12,6,2
253,158,0,0,11,7,,50,1,2,41,5,1
191,20,63,140,10,5,,35,31,19,10,3,2
250,160,5,0,9,5,,52,38,0,4,5,1
248,159,0,0,16,6,,52,34,0,8,5,1
251,151,0,0,13,14,,51,36,1,6,5,1
NA,NA,NA,NA,NA,NA,,52,35,0,7,5,1
50,69,205,90,9,6,,47,32,4,4,6,7
254,155,4,4,6,6,,48,1,3,35,6,7
255,0,3,159,6,6,,36,32,13,2,8,9
242,50,18,108,4,7,,23,21,23,10,11,12
13,145,238,11,13,9,,,,,,,
237,24,18,135,9,6,,,,,,,
234,46,3,105,27,14,,,,,,,
254,14,0,146,10,5,,,,,,,
243,54,11,107,10,4,,,,,,,
247,140,11,19,6,6,,,,,,,
237,151,19,4,8,10,,,,,,,
258,158,1,2,5,5,,,,,,,
234,46,5,110,25,8,,,,,,,
202,49,51,111,12,5,,,,,,,
233,65,15,96,17,4,,,,,,,
229,80,24,81,12,4,,,,,,,
161,13,83,147,21,5,,,,,,,
234,154,6,2,26,9,,,,,,,
0,141,245,10,20,13,,,,,,,
246,12,1,143,18,8,,,,,,,
251,0,0,155,14,10,,,,,,,
261,156,0,6,4,3,,,,,,,
251,120,8,41,6,4,,,,,,,
240,88,20,75,5,2,,,,,,,
210,27,49,135,6,3,,,,,,,
250,160,0,0,15,5,,,,,,,
48,148,203,12,14,5,,,,,,,
62,155,187,6,16,4,,,,,,,
18,134,227,20,20,11,,,,,,,
236,46,11,109,18,10,,,,,,,
261,158,0,0,4,7,,,,,,,
164,15,98,144,3,6,,,,,,,
140,145,120,13,5,7,,,,,,,
231,0,33,159,1,6,,,,,,,
94,5,166,155,5,5,,,,,,,
100,4,160,156,5,4,,,,,,,
63,149,194,10,8,5,,,,,,,
138,148,118,13,9,4,,,,,,,
252,33,7,128,6,4,,,,,,,
55,152,207,9,3,3,,,,,,,
214,0,46,160,5,5,,,,,,,
114,133,146,28,5,4,,,,,,,
123,157,133,2,9,6,,,,,,,
91,155,160,3,14,6,,,,,,,
4,124,251,33,10,8,,,,,,,
73,149,183,6,9,9,,,,,,,
213,157,46,0,6,8,,,,,,,
87,150,170,8,7,6,,,,,,,
238,128,19,32,8,5,,,,,,,
43,157,214,5,8,3,,,,,,,
210,93,49,68,6,3,,,,,,,
259,140,0,21,6,4,,,,,,,
258,161,1,0,6,4,,,,,,,
258,113,0,48,7,4,,,,,,,
256,60,4,100,5,5,,,,,,,
256,65,4,97,5,3,,,,,,,
248,69,1,87,16,9,,,,,,,
1,29,252,131,12,5,,,,,,,
129,2,134,160,2,3,,,,,,,
253,144,8,18,4,3,,,,,,,
2,67,253,92,10,6,,,,,,,
240,100,22,61,3,4,,,,,,,
230,156,29,2,6,7,,,,,,,
231,54,24,102,10,9,,,,,,,
77,127,180,32,8,6,,,,,,,
223,84,33,71,9,10,,,,,,,
188,52,60,104,17,9,,,,,,,
158,20,86,135,21,10,,,,,,,
64,148,131,2,70,15,,,,,,,
253,0,2,161,10,4,,,,,,,
211,30,46,133,7,2,,,,,,,
145,34,112,128,8,3,,,,,,,
81,144,171,17,13,4,,,,,,,
27,154,225,4,13,7,,,,,,,
21,158,230,0,14,7,,,,,,,
221,29,31,130,13,6,,,,,,,
214,12,42,147,9,5,,,,,,,
130,28,127,133,8,4,,,,,,,
58,131,189,27,18,7,,,,,,,
79,144,166,13,20,8,,,,,,,
36,99,210,59,19,7,,,,,,,
201,8,54,152,10,5,,,,,,,
252,158,0,0,13,7,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
101,4,154,156,9,5,,,,,,,
70,129,186,28,8,7,,,,,,,
32,104,219,51,13,10,,,,,,,
2,155,241,0,21,10,,,,,,,
48,54,194,95,22,15,,,,,,,
132,18,106,134,26,13,,,,,,,
220,143,3,1,41,21,,,,,,,
100,41,137,111,27,13,,,,,,,
15,4,222,150,27,11,,,,,,,
69,0,178,156,17,9,,,,,,,
91,112,158,45,14,8,,,,,,,
96,55,160,103,7,7,,,,,,,
62,0,190,158,11,7,,,,,,,
11,148,241,10,12,7,,,,,,,
82,6,170,152,11,7,,,,,,,
231,44,5,102,29,18,,,,,,,
257,6,3,156,5,2,,,,,,,
261,156,0,7,4,1,,,,,,,
146,73,113,89,6,2,,,,,,,
219,51,43,112,3,1,,,,,,,
222,26,37,137,6,1,,,,,,,
222,28,36,132,7,4,,,,,,,
201,30,56,132,8,2,,,,,,,
235,157,1,2,29,5,,,,,,,
225,99,31,62,9,3,,,,,,,
251,127,5,33,9,4,,,,,,,
204,43,4,94,57,27,,,,,,,
249,44,6,115,10,6,,,,,,,
256,11,5,150,5,4,,,,,,,
31,107,233,55,2,3,,,,,,,
237,48,28,114,1,3,,,,,,,
16,102,249,61,1,2,,,,,,,
216,35,48,128,2,2,,,,,,,
193,110,63,48,9,7,,,,,,,
263,125,0,37,3,3,,,,,,,
259,134,4,26,3,5,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
99,110,159,47,6,8,,,,,,,
77,113,180,45,7,7,,,,,,,
207,122,45,34,14,9,,,,,,,
186,56,64,100,16,8,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
221,53,43,112,3,0,,,,,,,
254,127,3,37,9,1,,,,,,,
8,147,246,15,12,3,,,,,,,
5,111,249,52,12,2,,,,,,,
246,101,8,62,12,2,,,,,,,
255,101,1,58,10,6,,,,,,,
261,163,0,0,5,2,,,,,,,
235,112,25,53,6,0,,,,,,,
259,145,1,20,6,0,,,,,,,
257,156,0,0,9,9,,,,,,,
28,126,231,38,7,1,,,,,,,
24,48,238,116,3,1,,,,,,,
208,134,54,29,3,2,,,,,,,
28,120,232,41,6,4,,,,,,,
257,104,2,56,7,5,,,,,,,
252,2,1,158,13,5,,,,,,,
248,19,0,134,18,12,,,,,,,
29,120,210,30,27,15,,,,,,,
212,0,0,126,54,39,,,,,,,
188,25,1,89,76,51,,,,,,,
241,154,0,3,24,8,,,,,,,
244,0,16,163,6,2,,,,,,,
2,162,260,3,4,0,,,,,,,
0,154,262,6,4,5,,,,,,,
250,21,12,143,4,1,,,,,,,
239,43,6,106,21,16,,,,,,,
99,135,163,28,4,2,,,,,,,
24,119,241,45,1,1,,,,,,,
20,135,242,29,4,1,,,,,,,
7,102,254,60,5,3,,,,,,,
16,116,243,47,7,2,,,,,,,
4,45,257,119,5,1,,,,,,,
250,45,16,119,0,1,,,,,,,
256,150,7,14,2,1,,,,,,,
176,65,78,95,12,5,,,,,,,
201,99,52,62,13,4,,,,,,,
255,162,0,0,11,3,,,,,,,
240,129,14,33,12,3,,,,,,,
226,5,11,147,29,12,,,,,,,
22,151,231,4,13,9,,,,,,,
