Republican Yea,Democrat Yea,Republican Nay,Democrat Nay,Republican Not Voting,Democrat Not Voting,,Senate Republican Yea,Senate Democrat Yea,Senate Republican Nay,Senate Democrat Nay,Senate Republican Not Voting,Senate Democrat Not Voting
0,196,228,0,3,5,,0,44,1,55,0,0
220,4,8,191,3,6,,53,3,2,40,0,1
1,190,225,4,5,7,,5,44,1,50,0,0
1,181,226,13,4,7,,1,44,1,54,0,0
0,195,223,0,9,6,,4,41,51,1,0,2
206,122,3,65,23,14,,7,41,1,48,3,0
220,157,8,21,3,23,,5,44,1,50,0,0
228,178,0,0,3,23,,51,44,1,4,0,0
223,173,0,0,8,28,,2,44,1,53,0,0
185,13,43,182,3,6,,18,44,1,37,0,0
214,43,14,152,3,6,,49,0,0,6,44,1
201,34,25,159,5,8,,7,44,1,48,0,0
134,21,92,172,5,8,,5,43,1,50,1,0
203,15,22,178,7,8,,6,42,48,2,1,0
206,159,10,29,1,0,,1,42,1,54,2,0
214,10,11,189,6,3,,55,44,1,0,0,0
159,69,67,129,5,4,,0,40,54,4,1,0
0,189,227,8,5,5,,18,44,1,37,0,0
218,198,9,0,5,4,,4,44,1,51,0,0
208,177,1,1,22,24,,24,43,31,0,0,1
208,171,1,2,0,5,,32,40,22,4,1,0
211,179,0,0,20,23,,6,44,1,49,0,0
220,0,1,193,10,9,,1,44,1,54,0,0
223,0,1,192,7,10,,0,44,1,55,0,0
223,1,0,199,8,2,,0,44,54,0,1,0
0,190,226,10,5,2,,36,44,1,19,0,0
119,138,107,63,5,1,,49,44,1,6,0,0
39,156,187,44,5,2,,50,5,0,5,39,1
222,197,2,0,3,0,,3,43,1,52,1,0
2,197,226,3,3,2,,1,43,53,1,1,0
226,162,3,39,2,1,,0,43,54,0,1,1
229,1,0,201,2,0,,0,44,1,55,0,0
227,1,0,195,4,6,,1,35,1,54,9,0
228,202,1,0,2,0,,9,43,45,1,1,0
226,197,1,3,4,2,,51,0,0,4,44,1
3,176,218,24,10,2,,54,43,0,0,1,1
101,1,122,197,8,4,,8,43,46,0,1,1
221,197,1,0,0,4,,0,39,54,3,1,2
1,132,225,67,1,2,,53,12,0,2,32,1
0,100,224,89,0,1,,26,7,0,29,37,1
0,164,228,36,0,1,,53,41,0,0,2,3
218,0,12,201,2,1,,53,42,0,0,2,2
217,184,1,2,13,16,,1,44,1,54,0,0
156,47,5,53,71,102,,1,44,1,54,0,0
214,187,0,0,17,15,,39,0,0,16,44,1
214,186,0,0,17,16,,25,0,0,30,44,1
215,189,0,0,0,1,,1,25,54,17,0,2
222,192,0,0,9,10,,48,13,7,30,0,1
216,192,2,0,13,10,,54,43,0,0,1,1
204,197,22,0,5,5,,21,39,31,0,3,5
225,197,0,0,6,5,,19,2,36,40,0,2
227,199,0,0,4,3,,15,37,40,5,0,2
225,200,0,0,6,2,,54,36,1,6,0,2
230,7,0,194,1,1,,55,1,0,41,0,2
1,193,228,9,2,0,,39,43,1,16,1,0
230,42,1,160,1,0,,51,42,1,4,2,0
1,48,220,150,10,4,,55,44,1,0,0,0
227,0,0,198,4,4,,29,25,26,19,0,0
225,2,0,195,6,5,,21,44,34,0,0,0
218,0,2,192,11,10,,24,34,31,7,0,3
1,198,228,1,3,3,,55,42,1,0,2,0
229,73,0,125,3,4,,17,43,1,38,1,0
220,190,3,5,8,7,,55,43,0,0,0,1
222,194,0,0,9,8,,49,44,1,6,0,0
222,190,0,0,9,12,,55,42,0,0,0,2
224,7,0,192,7,3,,55,42,0,1,0,1
224,199,0,0,7,3,,9,41,1,46,3,0
223,198,0,0,8,4,,52,0,3,43,0,1
15,166,215,33,1,3,,54,7,0,36,1,1
12,173,214,25,5,4,,49,39,0,0,6,5
18,147,210,52,3,3,,55,44,1,0,0,0
4,165,226,33,1,4,,33,42,21,1,1,1
189,70,41,130,1,2,,48,8,5,35,2,1
225,121,5,79,1,2,,6,22,47,21,2,1
36,140,194,60,1,2,,4,40,49,3,2,1
29,170,201,30,1,2,,47,44,7,0,1,0
6,181,224,19,1,2,,11,3,0,44,41,1
24,179,202,23,5,0,,16,0,0,39,44,1
45,193,181,9,5,0,,46,42,1,9,2,0
102,199,126,2,3,1,,49,40,1,0,5,4
68,190,161,10,2,2,,55,26,0,17,0,1
29,173,200,27,2,2,,53,2,1,41,1,0
25,187,205,14,2,1,,53,3,1,40,1,1
2,182,224,19,5,1,,55,10,0,32,0,2
35,158,194,43,2,1,,55,1,0,43,0,0
208,41,22,160,2,1,,55,12,0,32,0,0
220,196,4,0,7,6,,51,2,3,42,1,0
152,195,72,0,7,7,,53,42,0,0,2,2
213,157,12,35,1,0,,53,43,0,0,2,1
226,195,2,4,3,3,,53,20,0,24,2,0
226,171,1,26,0,2,,45,14,9,28,1,2
228,0,0,200,3,2,,39,30,14,14,2,0
226,8,0,191,5,3,,38,32,14,12,3,0
0,187,212,10,19,5,,3,43,1,52,1,0
15,163,211,34,5,5,,9,42,1,46,2,0
13,163,215,37,3,2,,51,3,1,36,3,5
10,172,218,27,3,3,,12,31,42,10,1,3
216,54,11,145,4,3,,47,19,7,22,1,3
208,197,20,0,1,0,,53,39,1,0,1,5
230,0,0,198,1,4,,44,8,10,34,1,2
228,0,0,195,3,7,,51,6,3,35,1,3
201,143,23,52,1,0,,6,31,49,11,0,2
214,0,15,195,3,7,,42,2,12,40,1,2
176,139,0,0,55,63,,31,1,23,40,1,3
220,0,0,195,10,7,,7,39,47,2,1,3
222,193,0,0,8,9,,53,38,1,3,1,3
1,195,223,1,6,6,,32,36,21,5,2,3
218,197,9,0,3,5,,15,37,39,6,1,1
223,197,1,0,6,5,,9,12,44,31,2,1
224,194,0,0,6,8,,46,18,7,23,2,3
219,194,5,4,6,4,,5,22,48,19,2,3
225,197,0,0,5,5,,49,35,5,7,1,2
224,0,1,194,5,8,,10,7,41,33,4,4
2,198,225,0,3,4,,13,20,38,20,4,4
225,143,3,54,0,1,,49,8,4,35,2,1
223,169,1,21,0,1,,16,43,37,0,2,1
223,190,0,0,7,12,,3,43,51,0,1,1
227,0,0,197,3,5,,3,35,51,8,1,1
215,51,13,145,2,6,,52,43,0,0,3,1
229,165,0,31,1,6,,52,43,0,0,3,1
2,195,227,0,1,7,,20,39,31,4,1,0
208,71,20,123,2,8,,50,43,0,0,5,1
0,88,228,102,2,12,,46,14,5,29,4,1
227,181,1,9,2,12,,43,10,12,33,0,1
213,176,0,0,17,26,,3,39,50,3,2,2
213,177,0,0,17,25,,50,41,3,0,2,3
214,177,0,0,16,25,,41,34,0,0,14,10
223,0,0,184,7,18,,51,43,0,0,4,1
221,1,1,183,2,0,,42,28,11,15,2,1
35,189,193,5,2,8,,13,19,40,24,2,1
163,2,65,192,2,8,,0,35,53,7,2,2
22,176,205,18,3,8,,0,41,54,1,1,2
32,193,196,2,2,7,,36,2,18,41,1,1
229,194,1,0,0,8,,2,42,52,1,1,1
226,0,0,198,4,4,,0,35,54,8,1,1
221,63,0,124,9,15,,35,6,19,37,1,1
2,181,226,18,2,3,,0,34,54,9,1,1
176,186,52,13,2,3,,0,42,54,1,1,1
216,26,11,173,3,3,,45,1,9,42,1,1
2,179,225,20,3,3,,9,43,45,0,1,1
1,194,227,3,2,5,,32,0,21,43,2,1
1,197,226,2,3,3,,0,43,53,0,2,1
227,196,1,3,2,3,,52,43,1,0,2,1
215,0,0,193,15,9,,49,28,3,13,3,3
102,7,121,189,7,6,,54,42,1,0,0,2
130,27,93,168,7,7,,14,23,41,20,0,1
42,34,181,162,7,6,,51,8,4,35,0,1
6,179,218,17,6,6,,2,30,53,13,0,1
116,6,108,189,6,7,,55,42,0,0,0,2
78,170,140,19,12,13,,52,34,3,8,0,2
87,3,134,191,9,8,,54,43,1,0,0,1
0,190,223,5,7,7,,55,7,0,0,37,1
214,115,8,80,8,7,,55,44,1,0,0,0
207,187,1,0,22,15,,34,43,19,0,2,1
207,185,1,3,22,14,,47,39,0,0,8,5
208,188,0,0,22,14,,54,43,0,0,1,1
218,1,0,189,12,12,,3,43,51,0,1,1
50,187,180,14,1,1,,54,43,0,0,1,1
229,201,1,0,1,1,,47,3,7,40,1,1
226,197,0,1,4,4,,53,13,1,30,1,1
1,108,223,89,6,5,,25,44,1,30,0,0
43,109,183,91,4,2,,50,12,4,32,1,0
12,161,215,38,3,3,,43,11,1,12,33,0
1,165,226,35,3,2,,54,44,1,1,0,0
219,196,8,5,3,1,,52,43,1,3,1,0
225,0,0,199,5,3,,46,25,0,9,19,1
223,2,0,197,7,3,,49,25,0,6,19,1
214,31,13,170,3,1,,52,20,2,23,1,1
227,185,0,16,3,1,,2,32,52,12,1,0
22,171,203,30,5,1,,53,33,0,11,2,0
227,200,0,1,3,1,,1,30,50,13,4,1
227,109,0,91,3,2,,2,30,50,13,3,1
40,72,186,129,4,1,,50,14,2,29,3,1
5,122,221,79,4,1,,48,42,4,0,3,2
9,201,218,0,3,1,,52,41,0,0,3,3
225,164,2,37,3,1,,54,40,0,0,1,4
223,0,0,193,7,9,,53,43,0,0,2,1
19,193,210,4,2,5,,50,41,0,0,5,3
13,157,214,40,3,5,,9,37,45,6,1,1
228,196,0,1,2,5,,1,39,53,3,1,2
2,186,222,1,6,15,,0,39,54,4,1,1
220,184,0,0,10,18,,0,43,53,0,2,1
222,186,1,1,7,15,,0,43,54,0,1,1
40,185,188,13,2,4,,28,39,25,4,2,1
41,145,188,52,1,5,,55,43,0,0,0,1
32,185,198,12,1,5,,8,31,47,12,0,1
104,164,125,33,1,5,,52,43,0,0,3,1
81,65,148,131,1,6,,1,41,51,1,3,2
48,18,178,177,4,7,,48,42,4,0,3,2
76,4,144,190,10,8,,31,40,24,2,0,2
162,7,66,191,2,4,,35,33,20,8,0,3
215,192,13,5,2,5,,32,23,21,17,2,4
39,46,185,152,6,2,,25,40,29,0,1,4
219,0,0,0,1,1,,3,43,52,0,0,1
205,165,2,0,23,37,,53,43,2,0,0,1
204,165,0,0,26,37,,4,43,50,0,1,1
220,2,0,189,10,11,,54,43,0,0,1,1
21,174,206,24,3,4,,48,38,0,0,7,6
91,84,137,114,2,4,,55,22,1,0,22,0
36,197,189,0,5,5,,0,38,53,0,2,6
55,75,173,123,2,4,,17,31,38,12,0,1
96,163,133,35,1,4,,13,42,42,1,0,1
109,3,120,195,1,4,,46,43,9,0,0,1
178,53,50,144,2,5,,9,40,46,3,0,1
6,25,221,174,3,3,,5,42,50,1,0,1
26,150,200,48,4,4,,55,39,0,4,0,1
120,4,107,196,3,2,,37,27,16,16,2,1
35,174,190,26,5,2,,53,43,0,0,2,1
15,145,210,54,5,3,,52,40,0,0,3,4
2,198,221,1,7,3,,52,40,2,3,1,1
204,38,20,161,6,3,,4,42,51,0,0,2
38,199,186,1,6,2,,42,0,13,43,0,1
64,1,160,196,6,5,,0,43,54,0,1,1
87,4,140,195,3,3,,43,42,12,1,0,1
215,199,8,0,1,0,,11,41,44,2,0,1
189,15,37,184,4,3,,11,4,43,38,1,2
89,17,139,182,2,3,,30,3,22,38,3,3
2,180,226,18,2,4,,53,39,0,1,2,4
15,134,212,65,3,3,,52,36,0,0,3,8
19,172,209,24,2,6,,52,38,0,0,3,6
208,10,20,187,2,5,,54,43,0,0,1,1
221,196,5,2,4,4,,6,41,49,2,0,1
223,0,1,198,6,4,,3,40,50,1,2,3
224,180,0,13,0,1,,12,41,41,2,2,1
223,178,0,14,7,10,,46,0,9,43,0,1
223,187,1,8,6,7,,5,41,50,2,0,1
222,0,0,190,8,12,,4,41,51,2,0,1
218,154,1,31,11,17,,10,4,45,39,0,1
218,156,1,28,11,18,,54,42,0,0,1,2
220,145,0,38,10,19,,55,41,0,0,0,3
219,185,1,1,10,16,,55,41,0,0,0,3
211,70,8,117,11,15,,6,39,48,2,1,3
106,2,112,184,12,16,,0,40,55,1,0,3
97,3,122,183,11,16,,35,6,20,35,0,3
9,180,211,5,10,17,,53,40,2,1,0,3
213,8,7,176,10,18,,45,35,10,8,0,1
8,189,207,3,15,10,,6,43,49,0,0,1
1,82,217,112,12,8,,31,0,24,43,0,1
3,132,218,62,9,8,,4,43,51,0,0,1
2,177,219,16,9,9,,32,0,23,43,0,1
219,178,2,17,9,7,,5,43,50,0,0,1
224,0,0,200,6,2,,7,40,48,3,0,1
1,195,223,5,6,2,,40,42,15,1,0,1
222,186,2,14,6,2,,19,27,36,16,0,1
222,200,2,0,6,2,,10,43,45,0,0,1
224,200,0,0,6,2,,49,43,6,0,0,1
3,125,213,66,14,11,,9,20,46,23,0,1
221,1,0,193,9,8,,0,42,55,1,0,1
220,2,0,189,10,11,,3,10,52,33,0,1
209,77,12,117,10,8,,0,43,55,0,0,1
219,0,1,194,10,8,,0,43,55,0,0,1
220,0,0,191,10,11,,6,41,49,2,0,1
1,141,218,50,12,11,,5,43,50,0,0,1
63,121,155,71,12,10,,2,43,52,0,1,1
91,23,125,168,14,11,,4,43,51,0,0,1
0,179,219,13,12,10,,9,41,46,2,0,1
205,125,14,67,12,10,,50,2,5,41,0,1
224,1,0,193,6,8,,13,24,40,13,2,7
87,196,140,0,3,6,,54,1,0,42,1,1
12,193,214,2,4,7,,0,43,54,0,1,1
115,46,111,150,4,6,,48,43,6,0,1,1
101,1,114,183,15,18,,14,21,40,22,1,1
31,187,185,0,14,15,,0,42,54,1,1,1
1,168,218,19,11,15,,54,42,0,0,1,2
128,185,92,2,10,15,,2,34,52,8,1,2
185,100,33,87,12,15,,55,43,0,0,0,1
82,2,137,185,11,15,,55,42,0,1,0,1
3,183,216,2,11,17,,55,43,0,0,0,1
142,4,74,181,14,17,,0,39,55,4,0,1
42,181,175,3,13,18,,1,42,53,0,1,2
93,4,124,179,13,19,,48,40,6,2,1,2
3,161,212,22,15,19,,39,42,9,0,7,2
9,182,207,3,14,17,,44,5,4,37,7,2
0,184,216,0,14,18,,48,42,0,0,7,2
206,44,10,140,14,18,,48,35,2,2,5,7
199,170,1,0,30,32,,1,38,53,5,1,1
200,168,1,0,29,34,,41,37,13,6,1,1
217,187,2,0,11,15,,4,39,50,4,1,1
217,0,0,188,13,14,,53,30,1,13,1,1
53,34,168,157,9,11,,54,43,0,0,1,1
136,127,87,64,7,11,,16,41,39,2,0,1
219,0,2,190,9,12,,55,41,0,2,0,1
19,169,207,27,4,6,,53,40,2,3,0,1
208,119,18,79,4,4,,2,41,53,2,0,1
121,171,105,27,4,4,,0,34,55,9,0,1
139,173,88,26,3,3,,12,35,43,8,0,1
184,109,43,89,3,4,,1,38,54,5,0,1
105,12,122,186,3,4,,13,43,42,0,0,1
199,193,27,5,4,4,,47,4,8,38,0,2
73,195,151,1,6,6,,52,1,2,42,1,1
57,2,168,193,5,7,,0,42,54,1,1,1
35,195,191,0,4,7,,0,35,54,8,1,1
30,194,193,1,7,7,,9,40,45,3,1,1
59,188,166,7,5,7,,6,43,48,0,1,1
40,2,184,189,6,11,,0,32,54,11,1,1
10,177,215,17,5,8,,7,43,47,0,1,1
124,190,100,3,6,9,,1,41,53,2,1,1
136,131,88,63,6,8,,11,43,43,0,1,1
32,175,192,19,6,8,,3,43,51,0,1,1
20,166,203,30,7,6,,0,41,54,2,1,1
48,189,175,2,7,11,,49,15,4,28,2,1
20,148,203,47,7,7,,4,41,50,0,1,3
209,50,15,145,0,1,,30,35,24,4,1,5
192,39,31,157,7,6,,18,39,36,0,1,5
20,169,203,28,7,5,,24,39,27,0,4,5
83,5,144,193,3,4,,35,39,16,0,4,5
155,177,71,21,4,4,,26,39,26,0,3,5
9,198,215,0,6,4,,30,40,20,0,5,4
15,125,212,72,3,5,,34,40,16,0,5,4
39,193,187,5,4,4,,42,40,8,0,5,4
24,197,202,1,4,4,,23,39,27,1,5,4
216,188,9,9,5,5,,50,2,5,41,0,1
216,0,0,190,14,12,,53,41,0,0,2,3
216,181,6,9,8,12,,53,41,0,0,2,3
220,144,1,32,3,15,,52,34,1,7,2,3
227,191,0,0,3,11,,52,0,0,3,44,1
201,160,1,0,1,0,,50,0,0,1,1,0
203,160,1,1,26,41,,52,4,0,3,40,1
222,1,1,189,7,12,,7,40,44,1,4,3
224,0,0,188,6,14,,51,41,0,0,4,3
225,17,0,176,5,9,,,,,,,
226,193,0,0,4,9,,,,,,,
225,31,0,163,5,8,,,,,,,
226,8,0,184,4,10,,,,,,,
217,9,9,187,4,6,,,,,,,
218,17,8,178,4,7,,,,,,,
21,179,204,13,6,10,,,,,,,
118,96,106,97,6,9,,,,,,,
224,191,0,0,7,11,,,,,,,
57,53,167,143,6,6,,,,,,,
46,59,179,136,5,7,,,,,,,
211,194,13,1,6,7,,,,,,,
213,186,0,0,17,16,,,,,,,
213,171,0,0,17,31,,,,,,,
206,175,6,0,2,0,,,,,,,
211,176,0,0,19,26,,,,,,,
224,2,0,195,6,5,,,,,,,
225,3,0,189,5,10,,,,,,,
217,9,6,188,7,5,,,,,,,
222,200,2,0,6,2,,,,,,,
223,200,1,0,6,2,,,,,,,
225,200,1,0,4,2,,,,,,,
202,21,25,179,3,2,,,,,,,
222,200,0,0,8,2,,,,,,,
2,121,223,79,5,2,,,,,,,
171,201,56,0,3,1,,,,,,,
154,2,73,199,3,1,,,,,,,
222,199,2,0,6,3,,,,,,,
211,119,18,81,1,2,,,,,,,
223,81,4,119,2,0,,,,,,,
220,71,7,129,2,0,,,,,,,
2,200,227,0,1,2,,,,,,,
216,135,13,64,1,3,,,,,,,
222,193,1,0,7,9,,,,,,,
224,0,0,196,6,6,,,,,,,
224,0,0,195,3,0,,,,,,,
201,200,26,0,3,2,,,,,,,
205,200,21,0,4,2,,,,,,,
226,135,1,65,3,2,,,,,,,
197,196,28,4,5,2,,,,,,,
218,199,7,0,5,3,,,,,,,
206,200,21,0,3,2,,,,,,,
62,198,165,0,3,4,,,,,,,
225,155,2,43,3,4,,,,,,,
224,162,2,36,4,4,,,,,,,
45,187,182,10,4,5,,,,,,,
9,199,218,0,4,3,,,,,,,
214,43,14,156,3,3,,,,,,,
9,182,201,5,20,15,,,,,,,
207,176,3,11,20,15,,,,,,,
197,180,0,0,33,22,,,,,,,
196,180,2,2,32,20,,,,,,,
195,159,2,19,0,1,,,,,,,
224,199,0,0,6,3,,,,,,,
221,19,5,180,4,3,,,,,,,
225,200,0,0,5,2,,,,,,,
224,198,0,0,6,4,,,,,,,
1,195,225,5,4,2,,,,,,,
0,197,227,3,3,2,,,,,,,
227,36,0,164,3,2,,,,,,,
221,199,0,0,9,3,,,,,,,
82,0,146,198,2,4,,,,,,,
51,0,177,201,2,1,,,,,,,
208,201,20,0,2,1,,,,,,,
225,197,0,0,5,5,,,,,,,
226,0,0,201,4,1,,,,,,,
228,0,0,199,2,3,,,,,,,
226,201,3,0,1,1,,,,,,,
228,200,0,0,2,2,,,,,,,
0,194,227,5,3,3,,,,,,,
221,34,5,162,4,6,,,,,,,
226,199,0,0,4,3,,,,,,,
229,198,0,0,1,4,,,,,,,
226,0,0,199,1,0,,,,,,,
225,1,1,198,1,0,,,,,,,
227,0,0,200,3,2,,,,,,,
202,15,27,187,2,0,,,,,,,
203,181,0,0,27,21,,,,,,,
200,75,31,124,0,3,,,,,,,
207,194,0,4,22,1,,,,,,,
204,170,0,27,23,1,,,,,,,
0,192,227,7,1,0,,,,,,,
216,14,9,184,2,0,,,,,,,
218,191,9,1,4,10,,,,,,,
195,110,34,87,2,5,,,,,,,
227,177,0,16,3,9,,,,,,,
217,194,8,0,6,8,,,,,,,
216,177,0,0,14,25,,,,,,,
215,177,1,0,14,25,,,,,,,
218,190,0,0,12,12,,,,,,,
220,191,0,0,10,11,,,,,,,
221,0,0,192,9,10,,,,,,,
219,16,2,176,9,10,,,,,,,
213,196,11,0,6,6,,,,,,,
223,192,0,0,7,10,,,,,,,
222,191,0,0,8,11,,,,,,,
220,189,0,0,10,13,,,,,,,
219,182,0,6,12,14,,,,,,,
219,183,0,0,11,19,,,,,,,
217,183,1,0,12,19,,,,,,,
111,183,106,0,13,19,,,,,,,
7,98,217,99,6,5,,,,,,,
30,192,194,5,6,5,,,,,,,
195,175,29,23,6,4,,,,,,,
222,0,0,192,8,10,,,,,,,
221,0,0,192,9,10,,,,,,,
7,155,213,41,10,6,,,,,,,
220,194,0,0,10,8,,,,,,,
217,7,1,186,12,9,,,,,,,
215,185,0,0,15,17,,,,,,,
216,185,0,0,14,17,,,,,,,
222,0,0,197,8,5,,,,,,,
222,197,0,0,8,5,,,,,,,
223,198,0,0,7,4,,,,,,,
216,199,8,0,6,3,,,,,,,
10,199,213,0,7,3,,,,,,,
12,197,212,0,6,5,,,,,,,
0,196,224,1,6,5,,,,,,,
196,197,24,0,10,5,,,,,,,
221,0,0,188,9,14,,,,,,,
200,145,17,42,1,0,,,,,,,
69,83,152,114,9,5,,,,,,,
217,193,0,0,13,9,,,,,,,
204,196,14,0,12,6,,,,,,,
175,0,44,196,11,6,,,,,,,
210,10,9,186,11,6,,,,,,,
208,23,10,173,12,6,,,,,,,
222,180,0,0,8,22,,,,,,,
9,180,212,3,9,19,,,,,,,
221,182,0,0,9,20,,,,,,,
0,195,226,1,4,6,,,,,,,
224,105,0,89,6,8,,,,,,,
220,5,5,185,5,12,,,,,,,
0,194,226,0,4,8,,,,,,,
225,189,2,2,3,11,,,,,,,
228,24,0,170,2,8,,,,,,,
228,164,1,30,1,8,,,,,,,
226,156,0,31,0,8,,,,,,,
29,176,198,18,3,8,,,,,,,
193,36,34,158,3,8,,,,,,,
219,129,2,62,9,11,,,,,,,
218,182,0,0,12,20,,,,,,,
225,194,0,0,5,8,,,,,,,
220,194,0,0,10,8,,,,,,,
223,194,0,0,7,8,,,,,,,
223,124,2,67,5,11,,,,,,,
149,185,76,5,5,12,,,,,,,
224,190,0,0,6,12,,,,,,,
216,0,5,195,9,7,,,,,,,
203,144,16,47,11,11,,,,,,,
2,196,222,0,6,6,,,,,,,
3,196,222,0,6,6,,,,,,,
212,0,13,196,6,6,,,,,,,
187,166,0,0,43,36,,,,,,,
188,129,17,35,1,0,,,,,,,
202,164,2,0,26,38,,,,,,,
192,162,13,0,25,40,,,,,,,
228,81,0,114,2,7,,,,,,,
219,195,9,0,2,7,,,,,,,
227,195,0,0,3,7,,,,,,,
228,193,0,1,2,8,,,,,,,
227,193,0,0,3,9,,,,,,,
0,66,227,130,3,6,,,,,,,
1,127,227,71,2,4,,,,,,,
6,185,221,13,3,4,,,,,,,
5,171,221,26,4,5,,,,,,,
226,80,1,118,3,4,,,,,,,
223,59,4,140,3,3,,,,,,,
12,196,215,1,3,5,,,,,,,
216,182,3,0,11,20,,,,,,,
218,182,0,0,12,20,,,,,,,
215,180,0,1,15,21,,,,,,,
220,0,1,194,9,8,,,,,,,
199,149,19,43,1,1,,,,,,,
208,2,13,191,10,9,,,,,,,
31,5,190,187,9,10,,,,,,,
70,3,153,192,7,7,,,,,,,
47,0,176,194,7,8,,,,,,,
53,4,168,189,9,9,,,,,,,
3,196,220,0,7,6,,,,,,,
209,122,15,74,6,6,,,,,,,
34,51,183,140,0,1,,,,,,,
216,194,0,0,14,8,,,,,,,
215,191,0,0,15,11,,,,,,,
1,182,215,11,14,9,,,,,,,
1,194,217,0,12,8,,,,,,,
212,16,5,178,13,8,,,,,,,
69,189,145,2,16,11,,,,,,,
163,154,41,22,26,26,,,,,,,
204,178,0,0,1,0,,,,,,,
214,175,0,0,16,27,,,,,,,
213,177,0,1,17,24,,,,,,,
179,46,38,143,13,13,,,,,,,
218,189,0,0,12,13,,,,,,,
218,188,0,0,12,14,,,,,,,
219,1,0,190,11,11,,,,,,,
219,181,0,11,11,10,,,,,,,
1,62,222,132,7,8,,,,,,,
1,48,221,146,8,8,,,,,,,
28,28,192,164,10,10,,,,,,,
0,44,221,149,9,9,,,,,,,
218,157,2,36,10,9,,,,,,,
179,178,32,7,19,17,,,,,,,
202,146,0,0,28,56,,,,,,,
170,148,34,0,26,54,,,,,,,
201,146,0,0,29,56,,,,,,,
218,0,0,172,12,30,,,,,,,
219,171,0,0,11,31,,,,,,,
221,173,0,0,9,29,,,,,,,
221,171,0,1,9,30,,,,,,,
220,191,1,1,9,10,,,,,,,
220,189,0,0,10,13,,,,,,,
221,190,0,0,9,12,,,,,,,
209,189,12,5,9,8,,,,,,,
211,185,9,10,10,7,,,,,,,
218,189,0,1,12,12,,,,,,,
5,91,218,107,7,4,,,,,,,
2,198,221,0,7,4,,,,,,,
221,153,1,44,8,5,,,,,,,
226,193,0,0,4,9,,,,,,,
226,192,0,0,0,1,,,,,,,
163,189,62,0,5,13,,,,,,,
224,141,1,55,5,6,,,,,,,
221,185,1,11,1,0,,,,,,,
225,94,0,91,1,11,,,,,,,
43,146,183,50,4,6,,,,,,,
224,196,2,0,4,6,,,,,,,
225,197,0,0,5,5,,,,,,,
229,177,0,21,1,4,,,,,,,
227,17,2,182,1,3,,,,,,,
222,197,2,0,6,5,,,,,,,
209,0,22,201,0,1,,,,,,,
230,182,0,16,0,4,,,,,,,
224,0,1,196,6,6,,,,,,,
217,0,14,200,0,2,,,,,,,
217,191,0,0,13,11,,,,,,,
NA,NA,NA,NA,NA,NA,,,,,,,
227,199,0,0,3,3,,,,,,,
204,187,21,10,5,5,,,,,,,
211,0,6,197,13,5,,,,,,,
210,0,5,196,16,6,,,,,,,
0,3,215,187,0,6,,,,,,,
219,180,1,0,9,22,,,,,,,
219,179,0,0,10,23,,,,,,,
